study_name,instrument_name,question_name,concept_name
soep-is,soep-is-2013-a,q59,pzuf17
soep-is,soep-is-2013-a,q59,pzuf04
soep-is,soep-is-2013-a,q59,pzuf05
soep-is,soep-is-2013-a,q59,pzuf07
soep-is,soep-is-2013-a,q59,pzuf08
soep-is,soep-is-2013-a,q59,pzuf13
soep-is,soep-is-2013-a,q60,pgef1
soep-is,soep-is-2013-a,q60,pgef2
soep-is,soep-is-2013-a,q60,pgef3
soep-is,soep-is-2013-a,q60,pgef4
soep-is,soep-is-2013-a,q61,pbez01
soep-is,soep-is-2013-a,q61,pbez02
soep-is,soep-is-2013-a,q61,pbez03
soep-is,soep-is-2013-a,q62,pbez06
soep-is,soep-is-2013-a,q63,pego01
soep-is,soep-is-2013-a,q63,pego02
soep-is,soep-is-2013-a,q63,pego03
soep-is,soep-is-2013-a,q63,pego04
soep-is,soep-is-2013-a,q63,pego05
soep-is,soep-is-2013-a,q63,pego06
soep-is,soep-is-2013-a,q63,pego07
soep-is,soep-is-2013-a,q63,pego08
soep-is,soep-is-2013-a,q63,pego09
soep-is,soep-is-2013-a,q63,pego10
soep-is,soep-is-2013-a,q63,pego11
soep-is,soep-is-2013-a,q63,pego12
soep-is,soep-is-2013-a,q63,pego13
soep-is,soep-is-2013-a,q63,pego14
soep-is,soep-is-2013-a,q63,pego15
soep-is,soep-is-2013-a,q63,pego16
soep-is,soep-is-2013-a,q2631,pegoanw11
soep-is,soep-is-2013-a,q2631,pegoanw12
soep-is,soep-is-2013-a,q2631,pegoanw13
soep-is,soep-is-2013-a,q2631,pegoanw14
soep-is,soep-is-2013-a,q2631,pegoanw15
soep-is,soep-is-2013-a,q2631,pegoanw16
soep-is,soep-is-2013-a,q2632,pegoanw2
soep-is,soep-is-2013-a,q64,pged
soep-is,soep-is-2013-a,q65,prisk
soep-is,soep-is-2013-a,q66,pimp
soep-is,soep-is-2013-a,q68,pgef6
soep-is,soep-is-2013-a,q68,pgef5
soep-is,soep-is-2013-a,q68,pgef7
soep-is,soep-is-2013-a,q71,pfz1
soep-is,soep-is-2013-a,q71,pfz2
soep-is,soep-is-2013-a,q71,pfz3
soep-is,soep-is-2013-a,q71,pfz4
soep-is,soep-is-2013-a,q71,pfz5
soep-is,soep-is-2013-a,q71,pfz6
soep-is,soep-is-2013-a,q71,pfz7
soep-is,soep-is-2013-a,q71,pfz8
soep-is,soep-is-2013-a,q71,pfz9
soep-is,soep-is-2013-a,q72,spo1
soep-is,soep-is-2013-a,q73,spo21
soep-is,soep-is-2013-a,q73,spo22
soep-is,soep-is-2013-a,q73,spo23
soep-is,soep-is-2013-a,q73,spo24
soep-is,soep-is-2013-a,q75,spo3a
soep-is,soep-is-2013-a,q76,spo41a
soep-is,soep-is-2013-a,q76,spo42a
soep-is,soep-is-2013-a,q76,spo43a
soep-is,soep-is-2013-a,q76,spo44a
soep-is,soep-is-2013-a,q77,spo4mia
soep-is,soep-is-2013-a,q78,spo5a
soep-is,soep-is-2013-a,q79,spo6a
soep-is,soep-is-2013-a,q80,spo6soa
soep-is,soep-is-2013-a,q81,spo7a
soep-is,soep-is-2013-a,q82,spo8
soep-is,soep-is-2013-a,q83,spo3b
soep-is,soep-is-2013-a,q84,spo41b
soep-is,soep-is-2013-a,q84,spo42b
soep-is,soep-is-2013-a,q84,spo43b
soep-is,soep-is-2013-a,q84,spo44b
soep-is,soep-is-2013-a,q85,spo4mib
soep-is,soep-is-2013-a,q86,spo5b
soep-is,soep-is-2013-a,q87,spo6b
soep-is,soep-is-2013-a,q88,spo6sob
soep-is,soep-is-2013-a,q89,spo7b
soep-is,soep-is-2013-a,q90,spo91
soep-is,soep-is-2013-a,q90,spo92
soep-is,soep-is-2013-a,q90,spo93
soep-is,soep-is-2013-a,q90,spo94
soep-is,soep-is-2013-a,q91,spo101
soep-is,soep-is-2013-a,q91,spo102
soep-is,soep-is-2013-a,q92,spo101
soep-is,soep-is-2013-a,q93,spo12
soep-is,soep-is-2013-a,q94,spo131
soep-is,soep-is-2013-a,q94,spo132
soep-is,soep-is-2013-a,q96,spo14
soep-is,soep-is-2013-a,q97,spo15
soep-is,soep-is-2013-a,q98,spo15so
soep-is,soep-is-2013-a,q99,ppol1
soep-is,soep-is-2013-a,q100,ppol2
soep-is,soep-is-2013-a,q101,ppol3
soep-is,soep-is-2013-a,q101,ppolso
soep-is,soep-is-2013-a,q108,lsta1
soep-is,soep-is-2013-a,q109,lsta2
soep-is,soep-is-2013-a,q110,lzug01
soep-is,soep-is-2013-a,q111,lsta1a
soep-is,soep-is-2013-a,q112,lpnat
soep-is,soep-is-2013-a,q113,lsta3
soep-is,soep-is-2013-a,q114,l07
soep-is,soep-is-2013-a,q115,pp1a
soep-is,soep-is-2013-a,q116,ppnama
soep-is,soep-is-2013-a,q117,ppja
soep-is,soep-is-2013-a,q118,pp2a
soep-is,soep-is-2013-a,q119,ppleb1a
soep-is,soep-is-2013-a,q120,ppleba
soep-is,soep-is-2013-a,q121,pplebja
soep-is,soep-is-2013-a,q122,pehe1a
soep-is,soep-is-2013-a,q123,pehe2a
soep-is,soep-is-2013-a,q124,pp1x
soep-is,soep-is-2013-a,q125,ppjx
soep-is,soep-is-2013-a,q126,ppend1x
soep-is,soep-is-2013-a,q127,ppend2x
soep-is,soep-is-2013-a,q128,ppleb1x
soep-is,soep-is-2013-a,q129,ppleb2x
soep-is,soep-is-2013-a,q130,ppleb3x
soep-is,soep-is-2013-a,q130,ppleb4x
soep-is,soep-is-2013-a,q131,pehe1x
soep-is,soep-is-2013-a,q132,pehe2x
soep-is,soep-is-2013-a,q133,pehe3x
soep-is,soep-is-2013-a,q134,pehe4x
soep-is,soep-is-2013-a,q135,pehe1e
soep-is,soep-is-2013-a,q136,pehe2e
soep-is,soep-is-2013-a,q137,pehe5e
soep-is,soep-is-2013-a,q138,pehe6e
soep-is,soep-is-2013-a,q139,pehe7e
soep-is,soep-is-2013-a,q142_q143,lgesch2
soep-is,soep-is-2013-a,q142_q143,lgesch3
soep-is,soep-is-2013-a,q142_q143,lgesch1
soep-is,soep-is-2013-a,q144,lgesch5
soep-is,soep-is-2013-a,q144,lgesch6
soep-is,soep-is-2013-a,q144,lgesch7
soep-is,soep-is-2013-a,q144,lgesch8
soep-is,soep-is-2013-a,q144,lgeka
soep-is,soep-is-2013-a,q146,lkh03
soep-is,soep-is-2013-a,q146,lkh04
soep-is,soep-is-2013-a,q146,lkh05
soep-is,soep-is-2013-a,q146,lkh06
soep-is,soep-is-2013-a,q146,lkh07
soep-is,soep-is-2013-a,q146,lkh08
soep-is,soep-is-2013-a,q146,lkh09
soep-is,soep-is-2013-a,q146,lkh10
soep-is,soep-is-2013-a,q146,lkhka
soep-is,soep-is-2013-a,q147,lwied
soep-is,soep-is-2013-a,q148,l2wohn1
soep-is,soep-is-2013-a,q149,l2wohn3
soep-is,soep-is-2013-a,q185,lkind
soep-is,soep-is-2013-a,q185,lkno
soep-is,soep-is-2013-a,q186,l38
soep-is,soep-is-2013-a,q187,lknam x
soep-is,soep-is-2013-a,q187,lksex x
soep-is,soep-is-2013-a,q187,lkgeb x
soep-is,soep-is-2013-a,q187,lkgebmo x
soep-is,soep-is-2013-a,q191,lkwo x
soep-is,soep-is-2013-a,q192,pek01
soep-is,soep-is-2013-a,q192,pek02
soep-is,soep-is-2013-a,q192,pek03
soep-is,soep-is-2013-a,q192,pek04
soep-is,soep-is-2013-a,q192,pek05
soep-is,soep-is-2013-a,q192,pek07
soep-is,soep-is-2013-a,q192,pek20
soep-is,soep-is-2013-a,q192,pek21
soep-is,soep-is-2013-a,q192,pek22
soep-is,soep-is-2013-a,q192,pek18
soep-is,soep-is-2013-a,q192,pek08
soep-is,soep-is-2013-a,q192,pek09
soep-is,soep-is-2013-a,q192,pek11
soep-is,soep-is-2013-a,q192,pekno
soep-is,soep-is-2013-a,q192,pekno
soep-is,soep-is-2013-a,q193,pek011
soep-is,soep-is-2013-a,q193,pek021
soep-is,soep-is-2013-a,q193,pek031
soep-is,soep-is-2013-a,q193,pek051
soep-is,soep-is-2013-a,q193,pek071
soep-is,soep-is-2013-a,q193,pek201
soep-is,soep-is-2013-a,q193,pek211
soep-is,soep-is-2013-a,q193,pek221
soep-is,soep-is-2013-a,q193,pek181
soep-is,soep-is-2013-a,q193,pek081
soep-is,soep-is-2013-a,q193,pek091
soep-is,soep-is-2013-a,q193,pek111
soep-is,soep-is-2013-a,q194,p7tag
soep-is,soep-is-2013-a,q195,perz
soep-is,soep-is-2013-a,q204,"lsab2, lsab7"
soep-is,soep-is-2013-a,q205,lsab3
soep-is,soep-is-2013-a,q206,lsab7x
soep-is,soep-is-2013-a,q207,lsab7y
soep-is,soep-is-2013-a,q208,lsab9
soep-is,soep-is-2013-a,q209,lsab5
soep-is,soep-is-2013-a,q210,lsab1
soep-is,soep-is-2013-a,q212,lab01
soep-is,soep-is-2013-a,q213,lab02
soep-is,soep-is-2013-a,q213,lab02
soep-is,soep-is-2013-a,q213,lab03
soep-is,soep-is-2013-a,q213,lab03
soep-is,soep-is-2013-a,q213,lab04
soep-is,soep-is-2013-a,q213,lab05
soep-is,soep-is-2013-a,q213,lab06
soep-is,soep-is-2013-a,q213,lab07
soep-is,soep-is-2013-a,q213,lab07
soep-is,soep-is-2013-a,q213,lab08
soep-is,soep-is-2013-a,q213,lab08ka
soep-is,soep-is-2013-a,q214,lab08x
soep-is,soep-is-2013-a,q216,paus1
soep-is,soep-is-2013-a,q217,paus2
soep-is,soep-is-2013-a,q217,paus5
soep-is,soep-is-2013-a,q217,paus3
soep-is,soep-is-2013-a,q217,paus4
soep-is,soep-is-2013-a,q217,pauska
soep-is,soep-is-2013-a,q218,paus2
soep-is,soep-is-2013-a,q219,lal10a
soep-is,soep-is-2013-a,q220,lal10b
soep-is,soep-is-2013-a,q221,lalo
soep-is,soep-is-2013-a,q222,lal10c
soep-is,soep-is-2013-a,q223,lbesch10
soep-is,soep-is-2013-a,q223,lbesch10n
soep-is,soep-is-2013-a,q225,pend1
soep-is,soep-is-2013-a,q226,pend2
soep-is,soep-is-2013-a,q226,pend3
soep-is,soep-is-2013-a,q226,pendka
soep-is,soep-is-2013-a,q227,perw
soep-is,soep-is-2013-a,q228,paz12
soep-is,soep-is-2013-a,q229,pbefr2
soep-is,soep-is-2013-a,q230,paz11
soep-is,soep-is-2013-a,q2301,pstlohn1
soep-is,soep-is-2013-a,q2301,pstlohn2
soep-is,soep-is-2013-a,q231,lend
soep-is,soep-is-2013-a,q231,l1no
soep-is,soep-is-2013-a,q232,lstd
soep-is,soep-is-2013-a,q233,loed
soep-is,soep-is-2013-a,q234,pnerw02
soep-is,soep-is-2013-a,q235,pnerw10
soep-is,soep-is-2013-a,q236,pnerw09
soep-is,soep-is-2013-a,q240,pber
soep-is,soep-is-2013-a,q241,poed
soep-is,soep-is-2013-a,q242,pbra
soep-is,soep-is-2013-a,q243,pstell
soep-is,soep-is-2013-a,q244,pvor1
soep-is,soep-is-2013-a,q245,parb
soep-is,soep-is-2013-a,q246,pang
soep-is,soep-is-2013-a,q247,pamt
soep-is,soep-is-2013-a,q248,pazubi
soep-is,soep-is-2013-a,q249,pseitj
soep-is,soep-is-2013-a,q249,pseitm
soep-is,soep-is-2013-a,q250,pzaf
soep-is,soep-is-2013-a,q251,pbefr1
soep-is,soep-is-2013-a,q252,pgesunt
soep-is,soep-is-2013-a,q253,psst1
soep-is,soep-is-2013-a,q253,psst2
soep-is,soep-is-2013-a,q253,psst3
soep-is,soep-is-2013-a,q253,psst4
soep-is,soep-is-2013-a,q254,psst x2
soep-is,soep-is-2013-a,q255,paz08
soep-is,soep-is-2013-a,q255,paz09
soep-is,soep-is-2013-a,q256,paz10
soep-is,soep-is-2013-a,q257,paz15
soep-is,soep-is-2013-a,q257,paz16
soep-is,soep-is-2013-a,q258,paz17
soep-is,soep-is-2013-a,q258,paz18
soep-is,soep-is-2013-a,q265,ta101
soep-is,soep-is-2013-a,q265,ta102
soep-is,soep-is-2013-a,q265,ta103
soep-is,soep-is-2013-a,q265,ta104
soep-is,soep-is-2013-a,q265,ta105
soep-is,soep-is-2013-a,q265,ta106
soep-is,soep-is-2013-a,q265,ta107
soep-is,soep-is-2013-a,q265,ta108
soep-is,soep-is-2013-a,q265,ta109
soep-is,soep-is-2013-a,q265,ta110
soep-is,soep-is-2013-a,q265,ta111
soep-is,soep-is-2013-a,q265,ta112
soep-is,soep-is-2013-a,q265,ta113
soep-is,soep-is-2013-a,q265,ta114
soep-is,soep-is-2013-a,q265,ta115
soep-is,soep-is-2013-a,q265,ta116
soep-is,soep-is-2013-a,q265,ta117
soep-is,soep-is-2013-a,q265,ta118
soep-is,soep-is-2013-a,q265,ta119
soep-is,soep-is-2013-a,q265,ta120
soep-is,soep-is-2013-a,q265,ta121
soep-is,soep-is-2013-a,q265,ta122
soep-is,soep-is-2013-a,q265,ta123
soep-is,soep-is-2013-a,q266,ta2
soep-is,soep-is-2013-a,q268,ta3
soep-is,soep-is-2013-a,q269,ta4
soep-is,soep-is-2013-a,q270,ta5
soep-is,soep-is-2013-a,q271,ta6
soep-is,soep-is-2013-a,q272,ta7
soep-is,soep-is-2013-a,q273,ta8
soep-is,soep-is-2013-a,q274,pbrut
soep-is,soep-is-2013-a,q274,pnett
soep-is,soep-is-2013-a,q275,pjobx
soep-is,soep-is-2013-a,q276,pjob15
soep-is,soep-is-2013-a,q277,precht01
soep-is,soep-is-2013-a,q278,precht04
soep-is,soep-is-2013-a,q278,precht05
soep-is,soep-is-2013-a,q279,precht02
soep-is,soep-is-2013-a,q279,precht02
soep-is,soep-is-2013-a,q279,precht03
soep-is,soep-is-2013-a,q2791,pgestlohn1
soep-is,soep-is-2013-a,q2791,pgestlohn2
soep-is,soep-is-2013-a,q308,lvm
soep-is,soep-is-2013-a,q309,lv03a
soep-is,soep-is-2013-a,q310,lv03b
soep-is,soep-is-2013-a,q311,lv04
soep-is,soep-is-2013-a,q312,lv05
soep-is,soep-is-2013-a,q313,lv06
soep-is,soep-is-2013-a,q314,lv12
soep-is,soep-is-2013-a,q315,lv08
soep-is,soep-is-2013-a,q316,lv09
soep-is,soep-is-2013-a,q317,lv10
soep-is,soep-is-2013-a,q318,lv11
soep-is,soep-is-2013-a,q319,lv07
soep-is,soep-is-2013-a,q320,lm03a
soep-is,soep-is-2013-a,q321,lm03b
soep-is,soep-is-2013-a,q322,lm04
soep-is,soep-is-2013-a,q323,lm05
soep-is,soep-is-2013-a,q324,lm06
soep-is,soep-is-2013-a,q325,lm12
soep-is,soep-is-2013-a,q326,lm08
soep-is,soep-is-2013-a,q327,lm09
soep-is,soep-is-2013-a,q328,lm10
soep-is,soep-is-2013-a,q329,lm11
soep-is,soep-is-2013-a,q330,lm07
soep-is,soep-is-2013-a,q331,lrelneu
soep-is,soep-is-2013-a,q332,lrel
soep-is,soep-is-2013-a,q333,lrelso
soep-is,soep-is-2013-a,q334,pges01
soep-is,soep-is-2013-a,q335,pges02
soep-is,soep-is-2013-a,q336,pschl1
soep-is,soep-is-2013-a,q336,pschl2
soep-is,soep-is-2013-a,q374,pbeh1
soep-is,soep-is-2013-a,q375,pbeh2
soep-is,soep-is-2013-a,q376,pdr1
soep-is,soep-is-2013-a,q376,pdr2
soep-is,soep-is-2013-a,q377,pkr1
soep-is,soep-is-2013-a,q378,pkr6
soep-is,soep-is-2013-a,q378,pkr5
soep-is,soep-is-2013-a,q378,pkr4
soep-is,soep-is-2013-a,q379,pkr23
soep-is,soep-is-2013-a,q379,pkr7
soep-is,soep-is-2013-a,q379,pkr8
soep-is,soep-is-2013-a,q379,pkr9
soep-is,soep-is-2013-a,q379,pkr10
soep-is,soep-is-2013-a,q379,pkr11
soep-is,soep-is-2013-a,q379,pkr12
soep-is,soep-is-2013-a,q379,pkr13
soep-is,soep-is-2013-a,q379,pkr14
soep-is,soep-is-2013-a,q379,pkr15
soep-is,soep-is-2013-a,q379,pkr24
soep-is,soep-is-2013-a,q379,pkr25
soep-is,soep-is-2013-a,q379,pkr16
soep-is,soep-is-2013-a,q379,pkrso
soep-is,soep-is-2013-a,q379,pkrno
soep-is,soep-is-2013-a,q383,pkv01
soep-is,soep-is-2013-a,q384,pfs141
soep-is,soep-is-2013-a,q384,pfs011
soep-is,soep-is-2013-a,q384,pfs021
soep-is,soep-is-2013-a,q384,pfs031
soep-is,soep-is-2013-a,q384,pfs111
soep-is,soep-is-2013-a,q384,pfs041
soep-is,soep-is-2013-a,q384,pfs051
soep-is,soep-is-2013-a,q384,pfs061
soep-is,soep-is-2013-a,q384,pfs071
soep-is,soep-is-2013-a,q384,pfs081
soep-is,soep-is-2013-a,q384,pfs091
soep-is,soep-is-2013-a,q384,pfs121
soep-is,soep-is-2013-a,q384,pfs131
soep-is,soep-is-2013-a,q384,pfs101
soep-is,soep-is-2013-a,q384,pfsno
soep-is,soep-is-2013-a,q384,pfska
soep-is,soep-is-2013-a,q384,pfsso
soep-is,soep-is-2013-a,q385,pfs143
soep-is,soep-is-2013-a,q385,pfs142
soep-is,soep-is-2013-a,q385,pfs013
soep-is,soep-is-2013-a,q385,pfs012
soep-is,soep-is-2013-a,q385,pfs023
soep-is,soep-is-2013-a,q385,pfs022
soep-is,soep-is-2013-a,q385,pfs033
soep-is,soep-is-2013-a,q385,pfs032
soep-is,soep-is-2013-a,q385,pfs113
soep-is,soep-is-2013-a,q385,pfs112
soep-is,soep-is-2013-a,q385,pfs043
soep-is,soep-is-2013-a,q385,pfs042
soep-is,soep-is-2013-a,q385,pfs053
soep-is,soep-is-2013-a,q385,pfs052
soep-is,soep-is-2013-a,q385,pfs063
soep-is,soep-is-2013-a,q385,pfs062
soep-is,soep-is-2013-a,q385,pfs073
soep-is,soep-is-2013-a,q385,pfs072
soep-is,soep-is-2013-a,q385,pfs083
soep-is,soep-is-2013-a,q385,pfs082
soep-is,soep-is-2013-a,q385,pfs093
soep-is,soep-is-2013-a,q385,pfs092
soep-is,soep-is-2013-a,q385,pfs123
soep-is,soep-is-2013-a,q385,pfs122
soep-is,soep-is-2013-a,q385,pfs133
soep-is,soep-is-2013-a,q385,pfs132
soep-is,soep-is-2013-a,q385,pfs103
soep-is,soep-is-2013-a,q385,pfs102
soep-is,soep-is-2013-a,q386,pzule1
soep-is,soep-is-2013-a,q387,pzule2
soep-is,soep-is-2013-a,q388,ptext
soep-is,soep-is-2013-a,q389,panw11
soep-is,soep-is-2013-a,q389,panw12
soep-is,soep-is-2013-a,q389,panw13
soep-is,soep-is-2013-a,q389,panw14
soep-is,soep-is-2013-a,q389,panw15
soep-is,soep-is-2013-a,q389,panw16
soep-is,soep-is-2013-a,q390,panw2
soep-is,soep-is-2013-f,a000c,pnr
soep-is,soep-is-2013-f,a000c,name
soep-is,soep-is-2013-f,a000c,lsex
soep-is,soep-is-2013-f,a000c,lgeb
soep-is,soep-is-2013-f,a000c,lgebmo
soep-is,soep-is-2013-f,q6,hh
soep-is,soep-is-2013-f,q8,hvj
soep-is,soep-is-2013-f,q9,hwj
soep-is,soep-is-2013-f,q9_2,hwm
soep-is,soep-is-2013-f,q10,hhtyp
soep-is,soep-is-2013-f,q11,hheim
soep-is,soep-is-2013-f,q12,hwohn09
soep-is,soep-is-2013-f,q13,hwohn09a
soep-is,soep-is-2013-f,q13_1972,hwohn09a
soep-is,soep-is-2013-f,q13_1981,hwohn09a
soep-is,soep-is-2013-f,q13_1991,hwohn09a
soep-is,soep-is-2013-f,q13_2001,hwohn09a
soep-is,soep-is-2013-f,q13_2011,hwohn09a
soep-is,soep-is-2013-f,q14,humb
soep-is,soep-is-2013-f,q15,hqm
soep-is,soep-is-2013-f,q16,hm01
soep-is,soep-is-2013-f,q17,hm04
soep-is,soep-is-2013-f,q17,hm05
soep-is,soep-is-2013-f,q18,hm06
soep-is,soep-is-2013-f,q19,hm07
soep-is,soep-is-2013-f,q19,hm08
soep-is,soep-is-2013-f,q20,hm14
soep-is,soep-is-2013-f,q20,hm15
soep-is,soep-is-2013-f,q21,hm09
soep-is,soep-is-2013-f,q22,hm10
soep-is,soep-is-2013-f,q22,hm11
soep-is,soep-is-2013-f,q23,hzahl
soep-is,soep-is-2013-f,q24,he01
soep-is,soep-is-2013-f,q25,he02
soep-is,soep-is-2013-f,q26,hzahl1
soep-is,soep-is-2013-f,q27,he03
soep-is,soep-is-2013-f,q28,he05
soep-is,soep-is-2013-f,q29,he06
soep-is,soep-is-2013-f,q30,he07
soep-is,soep-is-2013-f,q31,hverm1
soep-is,soep-is-2013-f,q32,hverm2
soep-is,soep-is-2013-f,q33,hverm3
soep-is,soep-is-2013-f,q34,hverm4
soep-is,soep-is-2013-f,q35,hkred1
soep-is,soep-is-2013-f,q36,hkred2
soep-is,soep-is-2013-f,q37,hwa
soep-is,soep-is-2013-f,q38,hzins1
soep-is,soep-is-2013-f,q39,hzins2
soep-is,soep-is-2013-f,q40,hdkg1
soep-is,soep-is-2013-f,q40,hdkz1
soep-is,soep-is-2013-f,q40,hdag1
soep-is,soep-is-2013-f,q40,hdpg1
soep-is,soep-is-2013-f,q40,hdsh1
soep-is,soep-is-2013-f,q40,hdgs1
soep-is,soep-is-2013-f,q40,hdwg1
soep-is,soep-is-2013-f,q41,hdkg2
soep-is,soep-is-2013-f,q42,hdkg3
soep-is,soep-is-2013-f,q43,hdkz2
soep-is,soep-is-2013-f,q44,hdag2
soep-is,soep-is-2013-f,q45,hdpg2
soep-is,soep-is-2013-f,q46,hdsh2
soep-is,soep-is-2013-f,q47,hdgs2
soep-is,soep-is-2013-f,q48,hdwg2
soep-is,soep-is-2013-f,q49,hnetto
soep-is,soep-is-2013-f,q50,znettox1
soep-is,soep-is-2013-f,q51,znettox2
soep-is,soep-is-2013-f,q52,znettox3
soep-is,soep-is-2013-f,q53,znettox4
soep-is,soep-is-2013-f,q54,znettox5
soep-is,soep-is-2013-f,q55,hspar1
soep-is,soep-is-2013-f,q55_2,hspar2
soep-is,soep-is-2013-f,q56,hpfleg
soep-is,soep-is-2013-f,q57,hpl
soep-is,soep-is-2013-f,q59,pzuf01
soep-is,soep-is-2013-f,q59,pzuf20
soep-is,soep-is-2013-f,q59,pzuf02
soep-is,soep-is-2013-f,q59,pzuf17
soep-is,soep-is-2013-f,q59,pzuf04
soep-is,soep-is-2013-f,q59,pzuf05
soep-is,soep-is-2013-f,q59,pzuf07
soep-is,soep-is-2013-f,q59,pzuf08
soep-is,soep-is-2013-f,q59,pzuf13
soep-is,soep-is-2013-f,q60,pgef1
soep-is,soep-is-2013-f,q60,pgef2
soep-is,soep-is-2013-f,q60,pgef3
soep-is,soep-is-2013-f,q60,pgef4
soep-is,soep-is-2013-f,q61,pbez01
soep-is,soep-is-2013-f,q61,pbez02
soep-is,soep-is-2013-f,q61,pbez03
soep-is,soep-is-2013-f,q62,pbez06
soep-is,soep-is-2013-f,q63,pego01
soep-is,soep-is-2013-f,q63,pego02
soep-is,soep-is-2013-f,q63,pego03
soep-is,soep-is-2013-f,q63,pego04
soep-is,soep-is-2013-f,q63,pego05
soep-is,soep-is-2013-f,q63,pego06
soep-is,soep-is-2013-f,q63,pego07
soep-is,soep-is-2013-f,q63,pego08
soep-is,soep-is-2013-f,q63_2,pego09
soep-is,soep-is-2013-f,q63_2,pego09
soep-is,soep-is-2013-f,q63_2,pego10
soep-is,soep-is-2013-f,q63_2,pego11
soep-is,soep-is-2013-f,q63_2,pego12
soep-is,soep-is-2013-f,q63_2,pego13
soep-is,soep-is-2013-f,q63_2,pego14
soep-is,soep-is-2013-f,q63_2,pego15
soep-is,soep-is-2013-f,q63_2,pego16
soep-is,soep-is-2013-f,q2631,pegoanw11
soep-is,soep-is-2013-f,q2631,pegoanw12
soep-is,soep-is-2013-f,q2631,pegoanw13
soep-is,soep-is-2013-f,q2631,pegoanw14
soep-is,soep-is-2013-f,q2631,pegoanw15
soep-is,soep-is-2013-f,q2631,pegoanw16
soep-is,soep-is-2013-f,q2632,pegoanw2
soep-is,soep-is-2013-f,q64,pged
soep-is,soep-is-2013-f,q65,prisk
soep-is,soep-is-2013-f,q66,pimp
soep-is,soep-is-2013-f,q67,vroll2
soep-is,soep-is-2013-f,q67,vfrber7
soep-is,soep-is-2013-f,q67,vfrber8
soep-is,soep-is-2013-f,q68,pgef7
soep-is,soep-is-2013-f,q68,pgef6
soep-is,soep-is-2013-f,q68,pgef5
soep-is,soep-is-2013-f,q69,narz01
soep-is,soep-is-2013-f,q69,narz02
soep-is,soep-is-2013-f,q69,narz03
soep-is,soep-is-2013-f,q69,narz04
soep-is,soep-is-2013-f,q69,narz05
soep-is,soep-is-2013-f,q69,narz06
soep-is,soep-is-2013-f,q70,versch01
soep-is,soep-is-2013-f,q70,versch02
soep-is,soep-is-2013-f,q70,versch03
soep-is,soep-is-2013-f,q70,versch04
soep-is,soep-is-2013-f,q70,versch05
soep-is,soep-is-2013-f,q71,pfz1
soep-is,soep-is-2013-f,q71,pfz2
soep-is,soep-is-2013-f,q71,pfz3
soep-is,soep-is-2013-f,q71,pfz4
soep-is,soep-is-2013-f,q71,pfz5
soep-is,soep-is-2013-f,q71,pfz6
soep-is,soep-is-2013-f,q71,pfz7
soep-is,soep-is-2013-f,q71,pfz8
soep-is,soep-is-2013-f,q71,pfz9
soep-is,soep-is-2013-f,q72,spo1
soep-is,soep-is-2013-f,q73,spo21
soep-is,soep-is-2013-f,q73,spo22
soep-is,soep-is-2013-f,q73,spo23
soep-is,soep-is-2013-f,q73,spo24
soep-is,soep-is-2013-f,q75,spo3a
soep-is,soep-is-2013-f,q76,spo41a
soep-is,soep-is-2013-f,q76,spo42a
soep-is,soep-is-2013-f,q76,spo43a
soep-is,soep-is-2013-f,q76,spo44a
soep-is,soep-is-2013-f,q77,spo4miaein
soep-is,soep-is-2013-f,q77,spo4mia
soep-is,soep-is-2013-f,q78,spo5a
soep-is,soep-is-2013-f,q79,spo6a
soep-is,soep-is-2013-f,q80,spo6soa
soep-is,soep-is-2013-f,q81,spo7aein
soep-is,soep-is-2013-f,q81,spo7a
soep-is,soep-is-2013-f,q82,spo8
soep-is,soep-is-2013-f,q83,spo3b
soep-is,soep-is-2013-f,q84,spo41b
soep-is,soep-is-2013-f,q84,spo42b
soep-is,soep-is-2013-f,q84,spo43b
soep-is,soep-is-2013-f,q84,spo44b
soep-is,soep-is-2013-f,q85,spo4mibein
soep-is,soep-is-2013-f,q85,spo4mib
soep-is,soep-is-2013-f,q86,spo5b
soep-is,soep-is-2013-f,q87,spo6b
soep-is,soep-is-2013-f,q88,spo6sob
soep-is,soep-is-2013-f,q89,spo7bein
soep-is,soep-is-2013-f,q89,spo7b
soep-is,soep-is-2013-f,q90,spo91
soep-is,soep-is-2013-f,q90,spo92
soep-is,soep-is-2013-f,q90,spo93
soep-is,soep-is-2013-f,q90,spo94
soep-is,soep-is-2013-f,q91,spo102
soep-is,soep-is-2013-f,q92,spo101
soep-is,soep-is-2013-f,q93,spo12ein
soep-is,soep-is-2013-f,q93,spo12
soep-is,soep-is-2013-f,q94,spo13ein
soep-is,soep-is-2013-f,q94,spo131
soep-is,soep-is-2013-f,q94,spo132
soep-is,soep-is-2013-f,q96,spo14
soep-is,soep-is-2013-f,q97,spo15
soep-is,soep-is-2013-f,q98,spo15so
soep-is,soep-is-2013-f,q99,ppol1
soep-is,soep-is-2013-f,q100,ppol2
soep-is,soep-is-2013-f,q101,ppol3
soep-is,soep-is-2013-f,q101,ppolso
soep-is,soep-is-2013-f,q102,psta1
soep-is,soep-is-2013-f,q103,ppnat
soep-is,soep-is-2013-f,q104,pfamst
soep-is,soep-is-2013-f,q105,pp1
soep-is,soep-is-2013-f,q106,ppnam
soep-is,soep-is-2013-f,q107,pp2
soep-is,soep-is-2013-f,q108,lsta1
