study,questionnaire,question,item,dataset,variable,concept
soep-is,soep-is-2016-f,Q325,imfa053,Inno16F_IMF_final,imfa053,imfa053
soep-is,soep-is-2016-f,Q325,imfa054,Inno16F_IMF_final,imfa054,imfa054
soep-is,soep-is-2016-f,Q325,imfa055,Inno16F_IMF_final,imfa055,imfa055
soep-is,soep-is-2016-f,Q325,imfa05ka,Inno16F_IMF_final,imfa05ka,imfa05ka
soep-is,soep-is-2016-f,Q326,imfa061,Inno16F_IMF_final,imfa061,imfa061
soep-is,soep-is-2016-f,Q326,imfa062,Inno16F_IMF_final,imfa062,imfa062
soep-is,soep-is-2016-f,Q326,imfa063,Inno16F_IMF_final,imfa063,imfa063
soep-is,soep-is-2016-f,Q326,imfa064,Inno16F_IMF_final,imfa064,imfa064
soep-is,soep-is-2016-f,Q326,imfa065,Inno16F_IMF_final,imfa065,imfa065
soep-is,soep-is-2016-f,Q326,imfa066,Inno16F_IMF_final,imfa066,imfa066
soep-is,soep-is-2016-f,Q326,imfa067,Inno16F_IMF_final,imfa067,imfa067
soep-is,soep-is-2016-f,Q326,imfa068,Inno16F_IMF_final,imfa068,imfa068
soep-is,soep-is-2016-f,Q326,imfa06ka,Inno16F_IMF_final,imfa06ka,imfa06ka
soep-is,soep-is-2016-f,Q327,fb0101,Inno16F_IMF_final,fb0101,fb0101
soep-is,soep-is-2016-f,Q327,fb0102,Inno16F_IMF_final,fb0102,fb0102
soep-is,soep-is-2016-f,Q327,fb0103,Inno16F_IMF_final,fb0103,fb0103
soep-is,soep-is-2016-f,Q327,fb0104,Inno16F_IMF_final,fb0104,fb0104
soep-is,soep-is-2016-f,Q327,fb0105,Inno16F_IMF_final,fb0105,fb0105
soep-is,soep-is-2016-f,Q327,fb0106,Inno16F_IMF_final,fb0106,fb0106
soep-is,soep-is-2016-f,Q327,fb0107,Inno16F_IMF_final,fb0107,fb0107
soep-is,soep-is-2016-f,Q327,fb0108,Inno16F_IMF_final,fb0108,fb0108
soep-is,soep-is-2016-f,Q327,fb0109,Inno16F_IMF_final,fb0109,fb0109
soep-is,soep-is-2016-f,Q327,fb0110,Inno16F_IMF_final,fb0110,fb0110
soep-is,soep-is-2016-f,Q327,fb0111,Inno16F_IMF_final,fb0111,fb0111
soep-is,soep-is-2016-f,Q328,fc011,Inno16F_IMF_final,fc011,fc011
soep-is,soep-is-2016-f,Q328,fc012,Inno16F_IMF_final,fc012,fc012
soep-is,soep-is-2016-f,Q328,fc013,Inno16F_IMF_final,fc013,fc013
soep-is,soep-is-2016-f,Q328,fc014,Inno16F_IMF_final,fc014,fc014
soep-is,soep-is-2016-f,Q328,fc015,Inno16F_IMF_final,fc015,fc015
soep-is,soep-is-2016-f,Q328,fc016,Inno16F_IMF_final,fc016,fc016
soep-is,soep-is-2016-f,Q329,fc021,Inno16F_IMF_final,fc021,fc021
soep-is,soep-is-2016-f,Q329,fc022,Inno16F_IMF_final,fc022,fc022
soep-is,soep-is-2016-f,Q329,fc023,Inno16F_IMF_final,fc023,fc023
soep-is,soep-is-2016-f,Q329,fc024,Inno16F_IMF_final,fc024,fc024
soep-is,soep-is-2016-f,Q329,fc025,Inno16F_IMF_final,fc025,fc025
soep-is,soep-is-2016-f,Q329,fc026,Inno16F_IMF_final,fc026,fc026
soep-is,soep-is-2016-f,Q33,hverm3a,Inno16F_HH_final,hverm3a,hverm3a
soep-is,soep-is-2016-f,Q330,fc031,Inno16F_IMF_final,fc031,fc031
soep-is,soep-is-2016-f,Q330,fc032,Inno16F_IMF_final,fc032,fc032
soep-is,soep-is-2016-f,Q330,fc033,Inno16F_IMF_final,fc033,fc033
soep-is,soep-is-2016-f,Q330,fc034,Inno16F_IMF_final,fc034,fc034
soep-is,soep-is-2016-f,Q330,fc035,Inno16F_IMF_final,fc035,fc035
soep-is,soep-is-2016-f,Q330,fc036,Inno16F_IMF_final,fc036,fc036
soep-is,soep-is-2016-f,Q330,fc037,Inno16F_IMF_final,fc037,fc037
soep-is,soep-is-2016-f,Q330,fc03ka,Inno16F_IMF_final,fc03ka,fc03ka
soep-is,soep-is-2016-f,Q331,fc041,Inno16F_IMF_final,fc041,fc041
soep-is,soep-is-2016-f,Q331,fc042,Inno16F_IMF_final,fc042,fc042
soep-is,soep-is-2016-f,Q331,fc043,Inno16F_IMF_final,fc043,fc043
soep-is,soep-is-2016-f,Q331,fc044,Inno16F_IMF_final,fc044,fc044
soep-is,soep-is-2016-f,Q331,fc045,Inno16F_IMF_final,fc045,fc045
soep-is,soep-is-2016-f,Q331,fc046,Inno16F_IMF_final,fc046,fc046
soep-is,soep-is-2016-f,Q331,fc047,Inno16F_IMF_final,fc047,fc047
soep-is,soep-is-2016-f,Q331,fc048,Inno16F_IMF_final,fc048,fc048
soep-is,soep-is-2016-f,Q331,fc04ka,Inno16F_IMF_final,fc04ka,fc04ka
soep-is,soep-is-2016-f,Q332,fc05_xx,Inno16F_IMF_final,fc053,fc053
soep-is,soep-is-2016-f,Q332,fc05_xx,Inno16F_IMF_final,fc052,fc052
soep-is,soep-is-2016-f,Q332,fc05_xx,Inno16F_IMF_final,fc054,fc054
soep-is,soep-is-2016-f,Q332,fc05_xx,Inno16F_IMF_final,fc051,fc051
soep-is,soep-is-2016-f,Q332,fc05_xx,Inno16F_IMF_final,fc05ka,fc05ka
soep-is,soep-is-2016-f,Q333,lal10a,Inno16F_PE_final,lal10a,lal10a
soep-is,soep-is-2016-f,Q334,lal10b,Inno16F_PE_final,lal10b,lal10b
soep-is,soep-is-2016-f,Q335,lalo,Inno16F_PE_final,lalo,lalo
soep-is,soep-is-2016-f,Q336,lal10c,Inno16F_PE_final,lal10c,lal10c
soep-is,soep-is-2016-f,Q337,lbesch10,Inno16F_PE_final,lbesch10,lbesch10
soep-is,soep-is-2016-f,Q338,,Inno16F_PE_final,pend1,pend1
soep-is,soep-is-2016-f,Q339,pend2,Inno16F_PE_final,pend2,pend2
soep-is,soep-is-2016-f,Q339,pend3,Inno16F_PE_final,pend3,pend3
soep-is,soep-is-2016-f,Q34,hverm3,Inno16F_HH_final,hverm3,hverm3
soep-is,soep-is-2016-f,Q340,perw,Inno16F_ISK_final,perw,perw
soep-is,soep-is-2016-f,Q340,perw,Inno16F_IEB_final,perw,perw
soep-is,soep-is-2016-f,Q340,perw,Inno16F_PE_final,perw,perw
soep-is,soep-is-2016-f,Q341,paz12,Inno16F_PE_final,paz12,paz12
soep-is,soep-is-2016-f,Q342,pbefr2,Inno16F_PE_final,pbefr2,pbefr2
soep-is,soep-is-2016-f,Q343,paz11,Inno16F_PE_final,paz11,paz11
soep-is,soep-is-2016-f,Q344,pt01,Inno16F_PRE_final,pt01,pt01
soep-is,soep-is-2016-f,Q345,l1no,Inno16F_PE_final,l1no,l1no
soep-is,soep-is-2016-f,Q345,lend,Inno16F_PE_final,lend,lend
soep-is,soep-is-2016-f,Q346,lstd,Inno16F_PE_final,lstd,lstd
soep-is,soep-is-2016-f,Q347,loed,Inno16F_PE_final,loed,loed
soep-is,soep-is-2016-f,Q348,lbra,Inno16F_PE_final,lbra,lbra
soep-is,soep-is-2016-f,Q349,lstell,Inno16F_PE_final,lstell,lstell
soep-is,soep-is-2016-f,Q35,hverm4a,Inno16F_HH_final,hverm4a,hverm4a
soep-is,soep-is-2016-f,Q350,larb,Inno16F_PE_final,larb,larb
soep-is,soep-is-2016-f,Q351,lsst_xx,Inno16F_PE_final,lsst4,lsst4
soep-is,soep-is-2016-f,Q353,lazubi,Inno16F_PE_final,lazubi,lazubi
soep-is,soep-is-2016-f,Q354,lang,Inno16F_PE_final,lang,lang
soep-is,soep-is-2016-f,Q355,lamt,Inno16F_PE_final,lamt,lamt
soep-is,soep-is-2016-f,Q356,pnerw02,Inno16F_PE_final,pnerw02,pnerw02
soep-is,soep-is-2016-f,Q357,pnerw10,Inno16F_PE_final,pnerw10,pnerw10
soep-is,soep-is-2016-f,Q358,pnerw09,Inno16F_PE_final,pnerw09,pnerw09
soep-is,soep-is-2016-f,Q359,pwexl1,Inno16F_PE_final,pwexl1,pwexl1
soep-is,soep-is-2016-f,Q36,hverm4,Inno16F_HH_final,hverm4,hverm4
soep-is,soep-is-2016-f,Q360,pwexl14,Inno16F_PE_final,pwexl14,pwexl14
soep-is,soep-is-2016-f,Q360,pwexl15,Inno16F_PE_final,pwexl15,pwexl15
soep-is,soep-is-2016-f,Q361,pwexl2,Inno16F_PE_final,pwexl2,pwexl2
soep-is,soep-is-2016-f,Q361,pwexl3,Inno16F_PE_final,pwexl3,pwexl3
soep-is,soep-is-2016-f,Q362,pwexl4,Inno16F_PE_final,pwexl4,pwexl4
soep-is,soep-is-2016-f,Q363,pber,Inno16F_PE_final,pber,pber
soep-is,soep-is-2016-f,Q364,poed,Inno16F_PE_final,poed,poed
soep-is,soep-is-2016-f,Q365,pbra,Inno16F_PE_final,pbra,pbra
soep-is,soep-is-2016-f,Q366,isk01_1,Inno16F_ISK_final,isk01_1,isk01_1
soep-is,soep-is-2016-f,Q366,isk01_10,Inno16F_ISK_final,isk01_10,isk01_10
soep-is,soep-is-2016-f,Q366,isk01_11,Inno16F_ISK_final,isk01_11,isk01_11
soep-is,soep-is-2016-f,Q366,isk01_12,Inno16F_ISK_final,isk01_12,isk01_12
soep-is,soep-is-2016-f,Q366,isk01_13,Inno16F_ISK_final,isk01_13,isk01_13
soep-is,soep-is-2016-f,Q366,isk01_14,Inno16F_ISK_final,isk01_14,isk01_14
soep-is,soep-is-2016-f,Q366,isk01_15,Inno16F_ISK_final,isk01_15,isk01_15
soep-is,soep-is-2016-f,Q366,isk01_16,Inno16F_ISK_final,isk01_16,isk01_16
soep-is,soep-is-2016-f,Q366,isk01_17,Inno16F_ISK_final,isk01_17,isk01_17
soep-is,soep-is-2016-f,Q366,isk01_18,Inno16F_ISK_final,isk01_18,isk01_18
soep-is,soep-is-2016-f,Q366,isk01_19,Inno16F_ISK_final,isk01_19,isk01_19
soep-is,soep-is-2016-f,Q366,isk01_2,Inno16F_ISK_final,isk01_2,isk01_2
soep-is,soep-is-2016-f,Q366,isk01_20,Inno16F_ISK_final,isk01_20,isk01_20
soep-is,soep-is-2016-f,Q366,isk01_21,Inno16F_ISK_final,isk01_21,isk01_21
soep-is,soep-is-2016-f,Q366,isk01_22,Inno16F_ISK_final,isk01_22,isk01_22
soep-is,soep-is-2016-f,Q366,isk01_23,Inno16F_ISK_final,isk01_23,isk01_23
soep-is,soep-is-2016-f,Q366,isk01_24,Inno16F_ISK_final,isk01_24,isk01_24
soep-is,soep-is-2016-f,Q366,isk01_25,Inno16F_ISK_final,isk01_25,isk01_25
soep-is,soep-is-2016-f,Q366,isk01_26,Inno16F_ISK_final,isk01_26,isk01_26
soep-is,soep-is-2016-f,Q366,isk01_27,Inno16F_ISK_final,isk01_27,isk01_27
soep-is,soep-is-2016-f,Q366,isk01_28,Inno16F_ISK_final,isk01_28,isk01_28
soep-is,soep-is-2016-f,Q366,isk01_29,Inno16F_ISK_final,isk01_29,isk01_29
soep-is,soep-is-2016-f,Q366,isk01_3,Inno16F_ISK_final,isk01_3,isk01_3
soep-is,soep-is-2016-f,Q366,isk01_30,Inno16F_ISK_final,isk01_30,isk01_30
soep-is,soep-is-2016-f,Q366,isk01_31,Inno16F_ISK_final,isk01_31,isk01_31
soep-is,soep-is-2016-f,Q366,isk01_32,Inno16F_ISK_final,isk01_32,isk01_32
soep-is,soep-is-2016-f,Q366,isk01_33,Inno16F_ISK_final,isk01_33,isk01_33
soep-is,soep-is-2016-f,Q366,isk01_34,Inno16F_ISK_final,isk01_34,isk01_34
soep-is,soep-is-2016-f,Q366,isk01_35,Inno16F_ISK_final,isk01_35,isk01_35
soep-is,soep-is-2016-f,Q366,isk01_36,Inno16F_ISK_final,isk01_36,isk01_36
soep-is,soep-is-2016-f,Q366,isk01_37,Inno16F_ISK_final,isk01_37,isk01_37
soep-is,soep-is-2016-f,Q366,isk01_38,Inno16F_ISK_final,isk01_38,isk01_38
soep-is,soep-is-2016-f,Q366,isk01_39,Inno16F_ISK_final,isk01_39,isk01_39
soep-is,soep-is-2016-f,Q366,isk01_4,Inno16F_ISK_final,isk01_4,isk01_4
soep-is,soep-is-2016-f,Q366,isk01_40,Inno16F_ISK_final,isk01_40,isk01_40
soep-is,soep-is-2016-f,Q366,isk01_41,Inno16F_ISK_final,isk01_41,isk01_41
soep-is,soep-is-2016-f,Q366,isk01_42,Inno16F_ISK_final,isk01_42,isk01_42
soep-is,soep-is-2016-f,Q366,isk01_43,Inno16F_ISK_final,isk01_43,isk01_43
soep-is,soep-is-2016-f,Q366,isk01_44,Inno16F_ISK_final,isk01_44,isk01_44
soep-is,soep-is-2016-f,Q366,isk01_45,Inno16F_ISK_final,isk01_45,isk01_45
soep-is,soep-is-2016-f,Q366,isk01_46,Inno16F_ISK_final,isk01_46,isk01_46
soep-is,soep-is-2016-f,Q366,isk01_47,Inno16F_ISK_final,isk01_47,isk01_47
soep-is,soep-is-2016-f,Q366,isk01_48,Inno16F_ISK_final,isk01_48,isk01_48
soep-is,soep-is-2016-f,Q366,isk01_49,Inno16F_ISK_final,isk01_49,isk01_49
soep-is,soep-is-2016-f,Q366,isk01_5,Inno16F_ISK_final,isk01_5,isk01_5
soep-is,soep-is-2016-f,Q366,isk01_50,Inno16F_ISK_final,isk01_50,isk01_50
soep-is,soep-is-2016-f,Q366,isk01_51,Inno16F_ISK_final,isk01_51,isk01_51
soep-is,soep-is-2016-f,Q366,isk01_52,Inno16F_ISK_final,isk01_52,isk01_52
soep-is,soep-is-2016-f,Q366,isk01_53,Inno16F_ISK_final,isk01_53,isk01_53
soep-is,soep-is-2016-f,Q366,isk01_54,Inno16F_ISK_final,isk01_54,isk01_54
soep-is,soep-is-2016-f,Q366,isk01_6,Inno16F_ISK_final,isk01_6,isk01_6
soep-is,soep-is-2016-f,Q366,isk01_7,Inno16F_ISK_final,isk01_7,isk01_7
soep-is,soep-is-2016-f,Q366,isk01_8,Inno16F_ISK_final,isk01_8,isk01_8
soep-is,soep-is-2016-f,Q366,isk01_9,Inno16F_ISK_final,isk01_9,isk01_9
soep-is,soep-is-2016-f,Q366,isk01so,Inno16F_ISK_final,isk01so,isk01so
soep-is,soep-is-2016-f,Q367,isk02_1,Inno16F_ISK_final,isk02_1,isk02_1
soep-is,soep-is-2016-f,Q367,isk02_10,Inno16F_ISK_final,isk02_10,isk02_10
soep-is,soep-is-2016-f,Q367,isk02_11,Inno16F_ISK_final,isk02_11,isk02_11
soep-is,soep-is-2016-f,Q367,isk02_12,Inno16F_ISK_final,isk02_12,isk02_12
soep-is,soep-is-2016-f,Q367,isk02_13,Inno16F_ISK_final,isk02_13,isk02_13
soep-is,soep-is-2016-f,Q367,isk02_14,Inno16F_ISK_final,isk02_14,isk02_14
soep-is,soep-is-2016-f,Q367,isk02_15,Inno16F_ISK_final,isk02_15,isk02_15
soep-is,soep-is-2016-f,Q367,isk02_16,Inno16F_ISK_final,isk02_16,isk02_16
soep-is,soep-is-2016-f,Q367,isk02_17,Inno16F_ISK_final,isk02_17,isk02_17
soep-is,soep-is-2016-f,Q367,isk02_18,Inno16F_ISK_final,isk02_18,isk02_18
soep-is,soep-is-2016-f,Q367,isk02_19,Inno16F_ISK_final,isk02_19,isk02_19
soep-is,soep-is-2016-f,Q367,isk02_2,Inno16F_ISK_final,isk02_2,isk02_2
soep-is,soep-is-2016-f,Q367,isk02_20,Inno16F_ISK_final,isk02_20,isk02_20
soep-is,soep-is-2016-f,Q367,isk02_21,Inno16F_ISK_final,isk02_21,isk02_21
soep-is,soep-is-2016-f,Q367,isk02_22,Inno16F_ISK_final,isk02_22,isk02_22
soep-is,soep-is-2016-f,Q367,isk02_23,Inno16F_ISK_final,isk02_23,isk02_23
soep-is,soep-is-2016-f,Q367,isk02_24,Inno16F_ISK_final,isk02_24,isk02_24
soep-is,soep-is-2016-f,Q367,isk02_25,Inno16F_ISK_final,isk02_25,isk02_25
soep-is,soep-is-2016-f,Q367,isk02_26,Inno16F_ISK_final,isk02_26,isk02_26
soep-is,soep-is-2016-f,Q367,isk02_27,Inno16F_ISK_final,isk02_27,isk02_27
soep-is,soep-is-2016-f,Q367,isk02_28,Inno16F_ISK_final,isk02_28,isk02_28
soep-is,soep-is-2016-f,Q367,isk02_29,Inno16F_ISK_final,isk02_29,isk02_29
soep-is,soep-is-2016-f,Q367,isk02_3,Inno16F_ISK_final,isk02_3,isk02_3
soep-is,soep-is-2016-f,Q367,isk02_30,Inno16F_ISK_final,isk02_30,isk02_30
soep-is,soep-is-2016-f,Q367,isk02_31,Inno16F_ISK_final,isk02_31,isk02_31
soep-is,soep-is-2016-f,Q367,isk02_32,Inno16F_ISK_final,isk02_32,isk02_32
soep-is,soep-is-2016-f,Q367,isk02_33,Inno16F_ISK_final,isk02_33,isk02_33
soep-is,soep-is-2016-f,Q367,isk02_34,Inno16F_ISK_final,isk02_34,isk02_34
soep-is,soep-is-2016-f,Q367,isk02_35,Inno16F_ISK_final,isk02_35,isk02_35
soep-is,soep-is-2016-f,Q367,isk02_36,Inno16F_ISK_final,isk02_36,isk02_36
soep-is,soep-is-2016-f,Q367,isk02_37,Inno16F_ISK_final,isk02_37,isk02_37
soep-is,soep-is-2016-f,Q367,isk02_38,Inno16F_ISK_final,isk02_38,isk02_38
soep-is,soep-is-2016-f,Q367,isk02_39,Inno16F_ISK_final,isk02_39,isk02_39
soep-is,soep-is-2016-f,Q367,isk02_4,Inno16F_ISK_final,isk02_4,isk02_4
soep-is,soep-is-2016-f,Q367,isk02_40,Inno16F_ISK_final,isk02_40,isk02_40
soep-is,soep-is-2016-f,Q367,isk02_41,Inno16F_ISK_final,isk02_41,isk02_41
soep-is,soep-is-2016-f,Q367,isk02_42,Inno16F_ISK_final,isk02_42,isk02_42
soep-is,soep-is-2016-f,Q367,isk02_43,Inno16F_ISK_final,isk02_43,isk02_43
soep-is,soep-is-2016-f,Q367,isk02_44,Inno16F_ISK_final,isk02_44,isk02_44
soep-is,soep-is-2016-f,Q367,isk02_45,Inno16F_ISK_final,isk02_45,isk02_45
soep-is,soep-is-2016-f,Q367,isk02_46,Inno16F_ISK_final,isk02_46,isk02_46
soep-is,soep-is-2016-f,Q367,isk02_47,Inno16F_ISK_final,isk02_47,isk02_47
soep-is,soep-is-2016-f,Q367,isk02_48,Inno16F_ISK_final,isk02_48,isk02_48
soep-is,soep-is-2016-f,Q367,isk02_49,Inno16F_ISK_final,isk02_49,isk02_49
soep-is,soep-is-2016-f,Q367,isk02_5,Inno16F_ISK_final,isk02_5,isk02_5
soep-is,soep-is-2016-f,Q367,isk02_50,Inno16F_ISK_final,isk02_50,isk02_50
soep-is,soep-is-2016-f,Q367,isk02_51,Inno16F_ISK_final,isk02_51,isk02_51
soep-is,soep-is-2016-f,Q367,isk02_52,Inno16F_ISK_final,isk02_52,isk02_52
soep-is,soep-is-2016-f,Q367,isk02_53,Inno16F_ISK_final,isk02_53,isk02_53
soep-is,soep-is-2016-f,Q367,isk02_54,Inno16F_ISK_final,isk02_54,isk02_54
soep-is,soep-is-2016-f,Q367,isk02_55,Inno16F_ISK_final,isk02_55,isk02_55
soep-is,soep-is-2016-f,Q367,isk02_6,Inno16F_ISK_final,isk02_6,isk02_6
soep-is,soep-is-2016-f,Q367,isk02_7,Inno16F_ISK_final,isk02_7,isk02_7
soep-is,soep-is-2016-f,Q367,isk02_8,Inno16F_ISK_final,isk02_8,isk02_8
soep-is,soep-is-2016-f,Q367,isk02_9,Inno16F_ISK_final,isk02_9,isk02_9
soep-is,soep-is-2016-f,Q367,isk02so,Inno16F_ISK_final,isk02so,isk02so
soep-is,soep-is-2016-f,Q368,isk02a_1,Inno16F_ISK_final,isk02a_1,isk02a_1
soep-is,soep-is-2016-f,Q368,isk02a_2,Inno16F_ISK_final,isk02a_2,isk02a_2
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_46,isk03_46
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_3,isk03_3
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_18,isk03_18
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_22,isk03_22
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_2,isk03_2
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_6,isk03_6
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_8,isk03_8
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_20,isk03_20
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_23,isk03_23
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_10,isk03_10
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_11,isk03_11
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_47,isk03_47
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_5,isk03_5
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_9,isk03_9
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_38,isk03_38
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_17,isk03_17
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_39,isk03_39
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_28,isk03_28
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_14,isk03_14
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_21,isk03_21
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_16,isk03_16
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_49,isk03_49
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_33,isk03_33
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_29,isk03_29
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_40,isk03_40
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_52,isk03_52
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_50,isk03_50
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_13,isk03_13
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_44,isk03_44
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_1,isk03_1
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_32,isk03_32
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_12,isk03_12
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_4,isk03_4
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_45,isk03_45
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_41,isk03_41
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_43,isk03_43
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_42,isk03_42
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_27,isk03_27
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_31,isk03_31
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_15,isk03_15
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_36,isk03_36
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_51,isk03_51
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_34,isk03_34
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_7,isk03_7
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_48,isk03_48
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_19,isk03_19
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_24,isk03_24
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_35,isk03_35
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_30,isk03_30
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_37,isk03_37
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_26,isk03_26
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_53,isk03_53
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_54,isk03_54
soep-is,soep-is-2016-f,Q369,isk03_xx,Inno16F_ISK_final,isk03_25,isk03_25
soep-is,soep-is-2016-f,Q37,hkred1,Inno16F_HH_final,hkred1,hkred1
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_10,isk05_10
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_38,isk05_38
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_4,isk05_4
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_14,isk05_14
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_23,isk05_23
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_6,isk05_6
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_16,isk05_16
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_7,isk05_7
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_3,isk05_3
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_9,isk05_9
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_43,isk05_43
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_28,isk05_28
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_45,isk05_45
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_47,isk05_47
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_46,isk05_46
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_1,isk05_1
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_13,isk05_13
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_5,isk05_5
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_2,isk05_2
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_8,isk05_8
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_21,isk05_21
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_34,isk05_34
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_41,isk05_41
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_53,isk05_53
