study,questionnaire,question,item,dataset,variable,concept
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_2_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_6_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_1_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_27_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_15_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_14_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_12_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_28_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_19_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_21_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_5_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_24_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_4_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_4,Drm_2013_IS_F,Q11drm_9_4,q11drm_x_4
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_30_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_23_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_3_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_11_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_16_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_20_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_1_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_10_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_12_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_21_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_8_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_26_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_7_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_15_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_5_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_4_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_17_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_27_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_9_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_24_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_14_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_6_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_25_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_29_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_18_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_28_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_22_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_19_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_2_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_5,Drm_2013_IS_F,Q11drm_13_5,q11drm_x_5
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_16_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_5_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_11_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_6_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_1_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_20_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_10_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_27_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_26_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_3_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_8_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_23_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_24_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_21_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_15_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_30_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_25_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_14_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_4_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_29_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_19_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_18_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_17_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_2_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_13_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_22_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_28_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_7_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_12_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_6,Drm_2013_IS_F,Q11drm_9_6,q11drm_x_6
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_6_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_21_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_30_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_20_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_16_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_7_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_29_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_11_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_1_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_18_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_26_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_5_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_10_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_15_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_12_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_27_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_17_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_14_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_25_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_4_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_28_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_23_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_22_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_13_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_8_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_24_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_2_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_19_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_9_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_7,Drm_2013_IS_F,Q11drm_3_7,q11drm_x_7
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_11_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_30_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_3_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_21_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_6_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_15_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_17_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_20_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_26_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_18_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_27_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_5_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_29_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_10_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_19_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_24_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_1_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_28_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_7_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_8_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_25_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_9_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_22_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_4_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_2_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_16_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_23_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_14_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_12_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_8,Drm_2013_IS_F,Q11drm_13_8,q11drm_x_8
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_30_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_26_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_7_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_20_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_16_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_25_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_24_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_15_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_10_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_29_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_27_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_11_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_6_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_13_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_8_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_9_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_5_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_21_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_4_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_12_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_14_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_23_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_3_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_18_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_28_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_19_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_17_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_2_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_22_9,q11drm_x_9
soep-is,soep-is-2013-f,Q305,q11drm_x_9,Drm_2013_IS_F,Q11drm_1_9,q11drm_x_9
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_21_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_15_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_1_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_18_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_30_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_8_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_26_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_9_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_24_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_7_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_20_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_10_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_5_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_23_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_17_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_3_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_25_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_29_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_2_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_19_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_4_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_14_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_27_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_12_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_13_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_11_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_6_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_16_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_28_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_1,Drm_2013_IS_F,Q12drm_22_1,q12drm_x_1
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_8_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_3_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_10_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_23_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_12_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_21_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_9_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_18_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_24_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_13_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_25_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_4_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_15_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_28_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_2_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_14_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_29_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_22_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_20_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_6_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_19_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_26_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_7_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_1_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_17_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_30_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_16_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_5_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_11_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_10,Drm_2013_IS_F,Q12drm_27_10,q12drm_x_10
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_4_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_3_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_15_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_5_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_13_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_16_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_24_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_19_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_2_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_17_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_23_11,q12drm_x_11
soep-is,soep-is-2013-f,Q306,q12drm_x_11,Drm_2013_IS_F,Q12drm_18_11,q12drm_x_11
