study,questionnaire,answer_list,value,label,label_de
soep-is,soep-is-2012-aufwuchs,lv11,2,Self-employed farmer with employees,Selbständiger Landwirt mit Beschäftigte
soep-is,soep-is-2012-aufwuchs,lv11,3,Freelance professional or academic without employees,"Freie Berufe, selbständiger Akademiker ohne Beschäftigte"
soep-is,soep-is-2012-aufwuchs,lv11,4,Freelance professional or academic with employees,"Freie Berufe, selbständiger Akademiker mit Beschäftigte"
soep-is,soep-is-2012-aufwuchs,lv11,5,Other self-employed professional without employees,Sonstige Selbständiger ohne Beschäftigte
soep-is,soep-is-2012-aufwuchs,lv11,6,Other self-employed professional with employees,Sonstige Selbständiger mit Beschäftigte
soep-is,soep-is-2012-aufwuchs,lv11,7,Assisting self-employed family member,Mithelfender Familienangehöriger
soep-is,soep-is-2012-aufwuchs,lv11,8,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lv11,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lm03a,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,lm03a,2,No,Nein
soep-is,soep-is-2012-aufwuchs,lm03a,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lm04,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,lm04,2,No,Nein
soep-is,soep-is-2012-aufwuchs,lm04,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lm05,1,None,Keinen Schulabschluss
soep-is,soep-is-2012-aufwuchs,lm05,2,Lower track (Volksschule / Hauptschule / 8th grade GDR),Volks- oder Hauptschulabschluss; 8. Klasse POS
soep-is,soep-is-2012-aufwuchs,lm05,3,Intermediate track (Mittlere Reife / Realschule / 10th grade GDR),"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS"
soep-is,soep-is-2012-aufwuchs,lm05,4,Upper track (Abitur / Hochschulreife / EOS),"Abitur, Hochschulreife; EOS"
soep-is,soep-is-2012-aufwuchs,lm05,5,Other type of school,Anderen Schulabschluss
soep-is,soep-is-2012-aufwuchs,lm05,6,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lm05,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lm06,1,"Yes, vocational training","Ja, berufliche Ausbildung"
soep-is,soep-is-2012-aufwuchs,lm06,2,"Yes, university degree","Ja, Hochschulstudium"
soep-is,soep-is-2012-aufwuchs,lm06,3,"No, he did not complete training or a university degree","Nein, keine abgeschlossene Ausbildung"
soep-is,soep-is-2012-aufwuchs,lm06,4,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lm06,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lm12,1,"Blue-collar worker, also in agriculture","Arbeiterin, auch in der Landwirtschaft"
soep-is,soep-is-2012-aufwuchs,lm12,2,White-collar worker,Angestellte
soep-is,soep-is-2012-aufwuchs,lm12,3,Civil servant or public administration employee (including judges and professional soldiers),Beamtin einschließlich Richterin und Berufssoldatin
soep-is,soep-is-2012-aufwuchs,lm12,4,Self-employed (also those working for a self-employed family member),Selbständige beziehungsweise mithelfende Familienangehörige
soep-is,soep-is-2012-aufwuchs,lm12,5,Was not employed,War nicht erwerbstätig
soep-is,soep-is-2012-aufwuchs,lm12,6,Was deceased,War verstorben
soep-is,soep-is-2012-aufwuchs,lm12,7,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lm12,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lm08,1,Unskilled worker (ungelernt),Ungelernte Arbeiterin
soep-is,soep-is-2012-aufwuchs,lm08,2,Semi-skilled worker (angelernt),Angelernte Arbeiterin
soep-is,soep-is-2012-aufwuchs,lm08,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernte und Facharbeiterin
soep-is,soep-is-2012-aufwuchs,lm08,4,Foreman / forewoman (Vorarbeiter / Kolonnenführer),"Vorarbeiterin, Kolonnenführerin"
soep-is,soep-is-2012-aufwuchs,lm08,5,Master craftsperson (Meister / Polierer),"Meister, Polier"
soep-is,soep-is-2012-aufwuchs,lm08,6,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lm08,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lm09,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeisterin im Angestelltenverhältnis
soep-is,soep-is-2012-aufwuchs,lm09,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellte mit einfacher Tätigkeit - ohne Ausbildungsabschluss
soep-is,soep-is-2012-aufwuchs,lm09,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellte mit einfacher Tätigkeit - mit Ausbildungsabschluss
soep-is,soep-is-2012-aufwuchs,lm09,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellte mit qualifizierter Tätigkeit (z.B. Sachbearbeiterin, Buchhalterin, technische Zeichnerin)"
soep-is,soep-is-2012-aufwuchs,lm09,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)"
soep-is,soep-is-2012-aufwuchs,lm09,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellte mit umfassenden Führungsaufgaben (z.B. Direktorin, Geschäftsführerin, Vorstand größerer Betriebe und Verbände)"
soep-is,soep-is-2012-aufwuchs,lm09,7,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lm09,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lm10,1,Lower level,Einfacher Dienst
soep-is,soep-is-2012-aufwuchs,lm10,2,Middle level,Mittlerer Dienst
soep-is,soep-is-2012-aufwuchs,lm10,3,Upper level,Gehobener Dienst
soep-is,soep-is-2012-aufwuchs,lm10,4,Executive level,Höherer Dienst
soep-is,soep-is-2012-aufwuchs,lm10,5,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lm10,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lm11,1,Self-employed farmer without employees,Selbständige Landwirtin ohne Beschäftigte
soep-is,soep-is-2012-aufwuchs,lm11,2,Self-employed farmer with employees,Selbständige Landwirtin mit Beschäftigte
soep-is,soep-is-2012-aufwuchs,lm11,3,Freelance professional or academic without employees,"Freie Berufe, selbständige Akademikerin ohne Beschäftigte"
soep-is,soep-is-2012-aufwuchs,lm11,4,Freelance professional or academic with employees,"Freie Berufe, selbständige Akademikerin mit Beschäftigte"
soep-is,soep-is-2012-aufwuchs,lm11,5,Other self-employed professional without employees,Sonstige Selbständige ohne Beschäftigte
soep-is,soep-is-2012-aufwuchs,lm11,6,Other self-employed professional with employees,Sonstige Selbständige mit Beschäftigte
soep-is,soep-is-2012-aufwuchs,lm11,7,Assisting self-employed family member,Mithelfende Familienangehörige
soep-is,soep-is-2012-aufwuchs,lm11,8,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lm11,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,sim05,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,sim05,2,No,Nein
soep-is,soep-is-2012-aufwuchs,sim05,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,sim06,1,I feel at home at the very first day.,Ich fühle mich gleich am ersten Tag richtig heimisch
soep-is,soep-is-2012-aufwuchs,sim06,2,I feel at home after a familiarization phase,Ich fühle mich erst nach einer Eingewöhnungsphase heimisch
soep-is,soep-is-2012-aufwuchs,sim06,3,I feel as a tourist or visitor even after a longer time,Ich fühle mich auch nach längerer Zeit wie ein Tourist oder Besucher
soep-is,soep-is-2012-aufwuchs,sim06,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,sim07,1,Primarily in German language ,Überwiegend in deutscher Sprache
soep-is,soep-is-2012-aufwuchs,sim07,2,Primarily in the language of your country of origin ,Überwiegend in der Sprache Ihres Herkunftslandes
soep-is,soep-is-2012-aufwuchs,sim07,3,Primarily in another language,Überwiegend in einer anderen Sprache
soep-is,soep-is-2012-aufwuchs,sim07,4,Equally in different languages,Gleichermaßen in verschiedenen Sprachen
soep-is,soep-is-2012-aufwuchs,sim07,5,Does not apply do not use any of these media.,"Trifft nicht zu, nutze keine dieser Medien."
soep-is,soep-is-2012-aufwuchs,sim07,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lrelneu,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,lrelneu,2,No,Nein
soep-is,soep-is-2012-aufwuchs,lrelneu,9,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,lrel,1,Catholic,Katholisch
soep-is,soep-is-2012-aufwuchs,lrel,2,Protestant,Evangelisch
soep-is,soep-is-2012-aufwuchs,lrel,3,Member of another Christian denomination or religious community,Mitglied einer anderen christlichen Religionsgemeinschaft
soep-is,soep-is-2012-aufwuchs,lrel,4,Member of an Islamic religious community,Mitglied einer islamischen Religionsgemeinschaft
soep-is,soep-is-2012-aufwuchs,lrel,5,Member of another religious community,Mitglied einer anderen Religionsgemeinschaft
soep-is,soep-is-2012-aufwuchs,lrel,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,pges01,1,Very good,Sehr gut
soep-is,soep-is-2012-aufwuchs,pges01,2,Good,Gut
soep-is,soep-is-2012-aufwuchs,pges01,3,Satisfactory,Zufriedenstellend
soep-is,soep-is-2012-aufwuchs,pges01,4,Poor,Weniger gut
soep-is,soep-is-2012-aufwuchs,pges01,5,Bad,Schlecht
soep-is,soep-is-2012-aufwuchs,pges01,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,sim08,1,Not at all,Überhaupt nicht
soep-is,soep-is-2012-aufwuchs,sim08,2,A little,Ein Bisschen
soep-is,soep-is-2012-aufwuchs,sim08,3,Somewhat,Etwas
soep-is,soep-is-2012-aufwuchs,sim08,4,Severely,Stark
soep-is,soep-is-2012-aufwuchs,sim08,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,sim09,1,very low,sehr gering
soep-is,soep-is-2012-aufwuchs,sim09,2,low,gering
soep-is,soep-is-2012-aufwuchs,sim09,3,average,durchschnittlich
soep-is,soep-is-2012-aufwuchs,sim09,4,increased,erhöht
soep-is,soep-is-2012-aufwuchs,sim09,5,high,stark
soep-is,soep-is-2012-aufwuchs,sim09,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,sim10,1,1 Does not apply at all,1 trifft überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,sim10,2,2,2
soep-is,soep-is-2012-aufwuchs,sim10,3,3,3
soep-is,soep-is-2012-aufwuchs,sim10,4,4,4
soep-is,soep-is-2012-aufwuchs,sim10,5,5,5
soep-is,soep-is-2012-aufwuchs,sim10,6,6,6
soep-is,soep-is-2012-aufwuchs,sim10,7,7 Fully applies,7 trifft voll und ganz zu
soep-is,soep-is-2012-aufwuchs,sim10,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,pges02,1,Greatly ,Stark
soep-is,soep-is-2012-aufwuchs,pges02,2,Somewhat,Ein wenig
soep-is,soep-is-2012-aufwuchs,pges02,3,Not at all,Gar nicht
soep-is,soep-is-2012-aufwuchs,pges02,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,sim11,1,Often ,oft
soep-is,soep-is-2012-aufwuchs,sim11,2,Sometimes,manchmal
soep-is,soep-is-2012-aufwuchs,sim11,3,Rarely,selten
soep-is,soep-is-2012-aufwuchs,sim11,4,Never,nie
soep-is,soep-is-2012-aufwuchs,sim11,5,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,sim12,1,Not at all,Überhaupt nicht
soep-is,soep-is-2012-aufwuchs,sim12,2,Several days,An einzelnen Tagen
soep-is,soep-is-2012-aufwuchs,sim12,3,More than half the days,An mehr als der Hälfte der Tage
soep-is,soep-is-2012-aufwuchs,sim12,4,Nearly every day,Beinahe jeden Tag
soep-is,soep-is-2012-aufwuchs,sim12,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,pges x,1,Always,Immer
soep-is,soep-is-2012-aufwuchs,pges x,2,Often ,Oft
soep-is,soep-is-2012-aufwuchs,pges x,3,Sometimes,Manchmal
soep-is,soep-is-2012-aufwuchs,pges x,4,Rarely,selten
soep-is,soep-is-2012-aufwuchs,pges x,5,Never,Nie
soep-is,soep-is-2012-aufwuchs,pges x,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,pbeh1,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,pbeh1,2,No,Nein
soep-is,soep-is-2012-aufwuchs,pbeh1,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,pkr1,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,pkr1,2,No,Nein
soep-is,soep-is-2012-aufwuchs,pkr1,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,pkv01,1,In a statutory insurance,In einer gesetzlichen Krankenversicherung
soep-is,soep-is-2012-aufwuchs,pkv01,2,Private insurance only,Ausschließlich privat versichert
soep-is,soep-is-2012-aufwuchs,pkv01,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,sim13a,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,sim13a,2,No,Nein
soep-is,soep-is-2012-aufwuchs,sim13a,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,sim13b,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,sim13b,2,No,Nein
soep-is,soep-is-2012-aufwuchs,sim13b,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,pzule1,0,0 Completely dissatisfied,0 ganz und gar unzufrieden
soep-is,soep-is-2012-aufwuchs,pzule1,1,1,1
soep-is,soep-is-2012-aufwuchs,pzule1,2,2,2
soep-is,soep-is-2012-aufwuchs,pzule1,3,3,3
soep-is,soep-is-2012-aufwuchs,pzule1,4,4,4
soep-is,soep-is-2012-aufwuchs,pzule1,5,5,5
soep-is,soep-is-2012-aufwuchs,pzule1,6,6,6
soep-is,soep-is-2012-aufwuchs,pzule1,7,7,7
soep-is,soep-is-2012-aufwuchs,pzule1,8,8,8
soep-is,soep-is-2012-aufwuchs,pzule1,9,9,9
soep-is,soep-is-2012-aufwuchs,pzule1,10,10 Completely satisfied,10 ganz und gar zufrieden
soep-is,soep-is-2012-aufwuchs,eb_adapt1,1,1,1
soep-is,soep-is-2012-aufwuchs,eb_adapt1,2,2,2
soep-is,soep-is-2012-aufwuchs,eb_adapt1,3,3,3
soep-is,soep-is-2012-aufwuchs,eb_adapt1,4,4,4
soep-is,soep-is-2012-aufwuchs,eb_adapt1,5,5,5
soep-is,soep-is-2012-aufwuchs,eb_adapt1,6,6,6
soep-is,soep-is-2012-haupt,lela,1,Yes,Ja
soep-is,soep-is-2012-haupt,lela,2,No,Nein
soep-is,soep-is-2012-haupt,lsex,1,Male,männlich
soep-is,soep-is-2012-haupt,lsex,2,Female,weiblich
soep-is,soep-is-2012-haupt,hh,1,Answer questions about the houshold,Fragen zum Haushalt beantworten
soep-is,soep-is-2012-haupt,hh,2,Skip questions about the household,Fragen zum Haushalt überspringen
soep-is,soep-is-2012-haupt,film01,1,"Yes, I have already seen the film","Ja, ich habe den Film bereits gesehen"
soep-is,soep-is-2012-haupt,film01,2,"Yes, another person in the household has already seen the film","Ja, eine andere Person im Haushalt hat den Film bereits gesehen"
soep-is,soep-is-2012-haupt,film01,3,No,Nein
soep-is,soep-is-2012-haupt,film02,1,Film zeigen,Film zeigen
soep-is,soep-is-2012-haupt,film02,2,Film nicht zeigen,Film nicht zeigen
soep-is,soep-is-2012-haupt,film03,1,1 didn't enjoy it at all,1 überhaupt nicht
soep-is,soep-is-2012-haupt,film03,2,2,2
soep-is,soep-is-2012-haupt,film03,3,3,3
soep-is,soep-is-2012-haupt,film03,4,4,4
soep-is,soep-is-2012-haupt,film03,5,5,5
soep-is,soep-is-2012-haupt,film03,6,6,6
soep-is,soep-is-2012-haupt,film03,7,7 enjoyed it very much,7 sehr gut
soep-is,soep-is-2012-haupt,film03,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,film0401,1,1 informative,1 informativ
soep-is,soep-is-2012-haupt,film0401,2,2,2
soep-is,soep-is-2012-haupt,film0401,3,3,3
soep-is,soep-is-2012-haupt,film0401,4,4,4
soep-is,soep-is-2012-haupt,film0401,5,5,5
soep-is,soep-is-2012-haupt,film0401,6,6,6
soep-is,soep-is-2012-haupt,film0401,7,7 not informative,7 nicht informativ
soep-is,soep-is-2012-haupt,film0401,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,film0402,1,1 entertaining,1 unterhaltsam
soep-is,soep-is-2012-haupt,film0402,2,2,2
soep-is,soep-is-2012-haupt,film0402,3,3,3
soep-is,soep-is-2012-haupt,film0402,4,4,4
soep-is,soep-is-2012-haupt,film0402,5,5,5
soep-is,soep-is-2012-haupt,film0402,6,6,6
soep-is,soep-is-2012-haupt,film0402,7,7 boring,7 langweilig
soep-is,soep-is-2012-haupt,film0402,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,film0403,1,1 authentic,1 glaubwürdig
soep-is,soep-is-2012-haupt,film0403,2,,2
soep-is,soep-is-2012-haupt,film0403,3,,3
soep-is,soep-is-2012-haupt,film0403,4,,4
soep-is,soep-is-2012-haupt,film0403,5,,5
soep-is,soep-is-2012-haupt,film0403,6,,6
soep-is,soep-is-2012-haupt,film0403,7,7 not authentic,7 unglaubwürdig
soep-is,soep-is-2012-haupt,film0403,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,film0404,1,1 too short,1 zu kurz
soep-is,soep-is-2012-haupt,film0404,2,,2
soep-is,soep-is-2012-haupt,film0404,3,,3
soep-is,soep-is-2012-haupt,film0404,4,,4
soep-is,soep-is-2012-haupt,film0404,5,,5
soep-is,soep-is-2012-haupt,film0404,6,,6
soep-is,soep-is-2012-haupt,film0404,7,7 to long,7 zu lang
soep-is,soep-is-2012-haupt,film0404,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,film05,1,Will recommend or show the film definitely,Werde den Film auf jeden Fall weiterempfehlen oder zeigen
soep-is,soep-is-2012-haupt,film05,2,Will recommend or show the film perhaps,Werde den Film vielleicht weiterempfehlen oder zeigen
soep-is,soep-is-2012-haupt,film05,3,Will recommend or show the film on no account,Werde den Film auf keinen Fall weiterempfehlen oder zeigen
soep-is,soep-is-2012-haupt,film05,4,Have already recommended or shown the film,Habe den Film bereits weiterempfohlen oder gezeigt
soep-is,soep-is-2012-haupt,hvj,1,Yes,Ja
soep-is,soep-is-2012-haupt,hvj,2,No,Nein
soep-is,soep-is-2012-haupt,hhtyp,1,Farm house,Landwirtschaftliches Wohngebäude
soep-is,soep-is-2012-haupt,hhtyp,2,Free standing one or two family house,Freistehendes Ein- oder Zweifamilienhaus
soep-is,soep-is-2012-haupt,hhtyp,3,One or two family house as row or double house,Ein- oder  Zweifamilienhaus als Reihenhaus oder Doppelhaus
soep-is,soep-is-2012-haupt,hhtyp,4,Building with 3 to 4 flats,Wohnhaus mit 3 bis 4 Wohnungen
soep-is,soep-is-2012-haupt,hhtyp,5,Building with 5 to 8 flats,Wohnhaus mit 5 bis 8 Wohnungen
soep-is,soep-is-2012-haupt,hhtyp,6,Building with 9 or more flats (but no more than 8 floors/stories),"Wohnhaus mit 9 und mehr Wohnungen, aber höchstens 8 Stockwerken, also kein Hochhaus"
soep-is,soep-is-2012-haupt,hhtyp,7,High-rise (9 or more floors/stories),Hochhaus mit 9 und mehr Stockwerken
soep-is,soep-is-2012-haupt,hhtyp,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,hheim,1,Yes,Ja
soep-is,soep-is-2012-haupt,hheim,2,No,Nein
soep-is,soep-is-2012-haupt,hheim,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,hwohn09,1,Before 1919,vor 1919
soep-is,soep-is-2012-haupt,hwohn09,2,1919 to 1948,1919 bis 1948
soep-is,soep-is-2012-haupt,hwohn09,3,1949 to 1971,1949 bis 1971
soep-is,soep-is-2012-haupt,hwohn09,4,1972 to 1980,1972 bis 1980
soep-is,soep-is-2012-haupt,hwohn09,5,1981 to 1990,1981 bis 1990
soep-is,soep-is-2012-haupt,hwohn09,6,1991 to 2000,1991 bis 2000
soep-is,soep-is-2012-haupt,hwohn09,7,2001 to 2010,2001 bis 2010
soep-is,soep-is-2012-haupt,hwohn09,8,2011 and later,2011 und später
soep-is,soep-is-2012-haupt,hwohn09,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,hwohn09a,1972,1972,1972
soep-is,soep-is-2012-haupt,hwohn09a,1973,1973,1973
soep-is,soep-is-2012-haupt,hwohn09a,1974,1974,1974
soep-is,soep-is-2012-haupt,hwohn09a,1975,1975,1975
soep-is,soep-is-2012-haupt,hwohn09a,1976,1976,1976
soep-is,soep-is-2012-haupt,hwohn09a,1977,1977,1977
soep-is,soep-is-2012-haupt,hwohn09a,1978,1978,1978
soep-is,soep-is-2012-haupt,hwohn09a,1979,1979,1979
soep-is,soep-is-2012-haupt,hwohn09a,1980,1980,1980
soep-is,soep-is-2012-haupt,hwohn09a,0,No,Nein
soep-is,soep-is-2012-haupt,hwohn09a,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,hwohn09a.2,1981,1981,1981
soep-is,soep-is-2012-haupt,hwohn09a.2,1982,1982,1982
soep-is,soep-is-2012-haupt,hwohn09a.2,1983,1983,1983
soep-is,soep-is-2012-haupt,hwohn09a.2,1984,1984,1984
soep-is,soep-is-2012-haupt,hwohn09a.2,1985,1985,1985
soep-is,soep-is-2012-haupt,hwohn09a.2,1986,1986,1986
soep-is,soep-is-2012-haupt,hwohn09a.2,1987,1987,1987
soep-is,soep-is-2012-haupt,hwohn09a.2,1988,1988,1988
soep-is,soep-is-2012-haupt,hwohn09a.2,1989,1989,1989
soep-is,soep-is-2012-haupt,hwohn09a.2,1990,1990,1990
soep-is,soep-is-2012-haupt,hwohn09a.2,0,No,Nein
soep-is,soep-is-2012-haupt,hwohn09a.2,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,hwohn09a.3,1991,1991,1991
soep-is,soep-is-2012-haupt,hwohn09a.3,1992,1992,1992
soep-is,soep-is-2012-haupt,hwohn09a.3,1993,1993,1993
soep-is,soep-is-2012-haupt,hwohn09a.3,1994,1994,1994
soep-is,soep-is-2012-haupt,hwohn09a.3,1995,1995,1995
soep-is,soep-is-2012-haupt,hwohn09a.3,1996,1996,1996
soep-is,soep-is-2012-haupt,hwohn09a.3,1997,1997,1997
soep-is,soep-is-2012-haupt,hwohn09a.3,1998,1998,1998
soep-is,soep-is-2012-haupt,hwohn09a.3,1999,1999,1999
soep-is,soep-is-2012-haupt,hwohn09a.3,2000,2000,2000
soep-is,soep-is-2012-haupt,hwohn09a.3,0,No,Nein
soep-is,soep-is-2012-haupt,hwohn09a.3,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,hwohn09a.4,2001,2001,2001
soep-is,soep-is-2012-haupt,hwohn09a.4,2002,2002,2002
soep-is,soep-is-2012-haupt,hwohn09a.4,2003,2003,2003
soep-is,soep-is-2012-haupt,hwohn09a.4,2004,2004,2004
soep-is,soep-is-2012-haupt,hwohn09a.4,2005,2005,2005
soep-is,soep-is-2012-haupt,hwohn09a.4,2006,2006,2006
soep-is,soep-is-2012-haupt,hwohn09a.4,2007,2007,2007
soep-is,soep-is-2012-haupt,hwohn09a.4,2008,2008,2008
soep-is,soep-is-2012-haupt,hwohn09a.4,2009,2009,2009
soep-is,soep-is-2012-haupt,hwohn09a.4,2010,2010,2010
soep-is,soep-is-2012-haupt,hwohn09a.4,0,No,Nein
soep-is,soep-is-2012-haupt,hwohn09a.4,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,hwohn09a.5,2011,2011,2011
soep-is,soep-is-2012-haupt,hwohn09a.5,2012,2012,2012
soep-is,soep-is-2012-haupt,hwohn09a.5,0,No,Nein
soep-is,soep-is-2012-haupt,hwohn09a.5,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,hm01,1,Main tenant,Hauptmieter
soep-is,soep-is-2012-haupt,hm01,2,Subtenant,Untermieter
soep-is,soep-is-2012-haupt,hm01,3,Owner,Eigentümer
soep-is,soep-is-2012-haupt,hm01,4,Residential home,Wohnheim
soep-is,soep-is-2012-haupt,hm06,1,Yes,Ja
soep-is,soep-is-2012-haupt,hm06,2,No,Nein
soep-is,soep-is-2012-haupt,hm06,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,hm09,1,"Yes, entirely included","Ja, ganz enthalten"
soep-is,soep-is-2012-haupt,hm09,2,"Yes, partially included","Ja, teilweise enthalten"
soep-is,soep-is-2012-haupt,hm09,3,No,Nein
soep-is,soep-is-2012-haupt,hm09,4,Don't know,Weiß nicht
soep-is,soep-is-2012-haupt,hzahl,1,Yes,Ja
soep-is,soep-is-2012-haupt,hzahl,2,No,Nein
soep-is,soep-is-2012-haupt,hzahl,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,he01,1,Yes,Ja
soep-is,soep-is-2012-haupt,he01,2,No,Nein
soep-is,soep-is-2012-haupt,he01,-1,No answer,Keine Angabe
