study,dataset,variable,label,concept,questionnaire,question,item,is_primary_key,basket_key,basket_is_default
soep-is,H12_IS,hknrb,,,,,,,,
soep-is,H12_IS,hknrc,,,,,,,,
soep-is,H12_IS,hknrd,,,,,,,,
soep-is,H12_IS,hknre,,,,,,,,
soep-is,H12_IS,hknrf,,,,,,,,
soep-is,H12_IS,hkred1,,,,,,,,
soep-is,H12_IS,hkred2,,,,,,,,
soep-is,H12_IS,hksexa,,,,,,,,
soep-is,H12_IS,hksexb,,,,,,,,
soep-is,H12_IS,hksexc,,,,,,,,
soep-is,H12_IS,hksexd,,,,,,,,
soep-is,H12_IS,hksexe,,,,,,,,
soep-is,H12_IS,hksexf,,,,,,,,
soep-is,H12_IS,hm01,,,,,,,,
soep-is,H12_IS,hm04,,,,,,,,
soep-is,H12_IS,hm05,,,,,,,,
soep-is,H12_IS,hm06,,,,,,,,
soep-is,H12_IS,hm09,,,,,,,,
soep-is,H12_IS,hm10,,,,,,,,
soep-is,H12_IS,hm11,,,,,,,,
soep-is,H12_IS,hnetto,,,,,,,,
soep-is,H12_IS,hnr,,,,,,,,
soep-is,H12_IS,hpfleg,,,,,,,,
soep-is,H12_IS,hpl,,,,,,,,
soep-is,H12_IS,hpmax,,,,,,,,
soep-is,H12_IS,hpstuf,,,,,,,,
soep-is,H12_IS,hqm,,,,,,,,
soep-is,H12_IS,hspar1,,,,,,,,
soep-is,H12_IS,hspar2,,,,,,,,
soep-is,H12_IS,hverm1,,,,,,,,
soep-is,H12_IS,hverm2,,,,,,,,
soep-is,H12_IS,hverm3,,,,,,,,
soep-is,H12_IS,hverm4,,,,,,,,
soep-is,H12_IS,hwa,,,,,,,,
soep-is,H12_IS,hwj,,,,,,,,
soep-is,H12_IS,hwm,,,,,,,,
soep-is,H12_IS,hwohn09,,,,,,,,
soep-is,H12_IS,hwohn09a,,,,,,,,
soep-is,H12_IS,hzahl,,,,,,,,
soep-is,H12_IS,hzahl1,,,,,,,,
soep-is,H12_IS,hzins1,,,,,,,,
soep-is,H12_IS,hzins2,,,,,,,,
soep-is,H12_IS,jahr,,,,,,,,
soep-is,H12_IS,modul,,,,,,,,
soep-is,H12_IS,name,,,,,,,,
soep-is,H12_IS,pnr,,,,,,,,
soep-is,H12_IS,respid,,,,,,,,
soep-is,H12_IS,stichu,,,,,,,,
soep-is,H12_IS,urhh,,,,,,,,
soep-is,H12_IS,znetto,,,,,,,,
soep-is,H12_IS_W4,film01,,,,,,,,
soep-is,H12_IS_W4,film02,,,,,,,,
soep-is,H12_IS_W4,film02o,,,,,,,,
soep-is,H12_IS_W4,film03,,,,,,,,
soep-is,H12_IS_W4,film0401,,,,,,,,
soep-is,H12_IS_W4,film0402,,,,,,,,
soep-is,H12_IS_W4,film0403,,,,,,,,
soep-is,H12_IS_W4,film0404,,,,,,,,
soep-is,H12_IS_W4,film05,,,,,,,,
soep-is,H12_IS_W4,hdag1,,,,,,,,
soep-is,H12_IS_W4,hdag2,,,,,,,,
soep-is,H12_IS_W4,hdatj,,,,,,,,
soep-is,H12_IS_W4,hdatm,,,,,,,,
soep-is,H12_IS_W4,hdatt,,,,,,,,
soep-is,H12_IS_W4,hdgs1,,,,,,,,
soep-is,H12_IS_W4,hdgs2,,,,,,,,
soep-is,H12_IS_W4,hdkg1,,,,,,,,
soep-is,H12_IS_W4,hdkg2,,,,,,,,
soep-is,H12_IS_W4,hdkg3,,,,,,,,
soep-is,H12_IS_W4,hdkz1,,,,,,,,
soep-is,H12_IS_W4,hdkz2,,,,,,,,
soep-is,H12_IS_W4,hdpg1,,,,,,,,
soep-is,H12_IS_W4,hdpg2,,,,,,,,
soep-is,H12_IS_W4,hdsh1,,,,,,,,
soep-is,H12_IS_W4,hdsh2,,,,,,,,
soep-is,H12_IS_W4,hdwg1,,,,,,,,
soep-is,H12_IS_W4,hdwg2,,,,,,,,
soep-is,H12_IS_W4,he01,,,,,,,,
soep-is,H12_IS_W4,he02,,,,,,,,
soep-is,H12_IS_W4,he03,,,,,,,,
soep-is,H12_IS_W4,he05,,,,,,,,
soep-is,H12_IS_W4,he06,,,,,,,,
soep-is,H12_IS_W4,he07,,,,,,,,
soep-is,H12_IS_W4,hform,,,,,,,,
soep-is,H12_IS_W4,hheim,,,,,,,,
soep-is,H12_IS_W4,hhtyp,,,,,,,,
soep-is,H12_IS_W4,hintnr,,,,,,,,
soep-is,H12_IS_W4,hkgeba,,,,,,,,
soep-is,H12_IS_W4,hkgebb,,,,,,,,
soep-is,H12_IS_W4,hkgebc,,,,,,,,
soep-is,H12_IS_W4,hkgebd,,,,,,,,
soep-is,H12_IS_W4,hkgebe,,,,,,,,
soep-is,H12_IS_W4,hkgebf,,,,,,,,
soep-is,H12_IS_W4,hkind,,,,,,,,
soep-is,H12_IS_W4,hkmoa,,,,,,,,
soep-is,H12_IS_W4,hkmob,,,,,,,,
soep-is,H12_IS_W4,hkmoc,,,,,,,,
soep-is,H12_IS_W4,hkmod,,,,,,,,
soep-is,H12_IS_W4,hkmoe,,,,,,,,
soep-is,H12_IS_W4,hkmof,,,,,,,,
soep-is,H12_IS_W4,hknama,,,,,,,,
soep-is,H12_IS_W4,hknamb,,,,,,,,
soep-is,H12_IS_W4,hknamc,,,,,,,,
soep-is,H12_IS_W4,hknamd,,,,,,,,
soep-is,H12_IS_W4,hkname,,,,,,,,
soep-is,H12_IS_W4,hknamf,,,,,,,,
soep-is,H12_IS_W4,hknra,,,,,,,,
soep-is,H12_IS_W4,hknrb,,,,,,,,
soep-is,H12_IS_W4,hknrc,,,,,,,,
soep-is,H12_IS_W4,hknrd,,,,,,,,
soep-is,H12_IS_W4,hknre,,,,,,,,
soep-is,H12_IS_W4,hknrf,,,,,,,,
soep-is,H12_IS_W4,hkred1,,,,,,,,
soep-is,H12_IS_W4,hkred2,,,,,,,,
soep-is,H12_IS_W4,hksexa,,,,,,,,
soep-is,H12_IS_W4,hksexb,,,,,,,,
soep-is,H12_IS_W4,hksexc,,,,,,,,
soep-is,H12_IS_W4,hksexd,,,,,,,,
soep-is,H12_IS_W4,hksexe,,,,,,,,
soep-is,H12_IS_W4,hksexf,,,,,,,,
soep-is,H12_IS_W4,hm01,,,,,,,,
soep-is,H12_IS_W4,hm04,,,,,,,,
soep-is,H12_IS_W4,hm05,,,,,,,,
soep-is,H12_IS_W4,hm06,,,,,,,,
soep-is,H12_IS_W4,hm09,,,,,,,,
soep-is,H12_IS_W4,hm10,,,,,,,,
soep-is,H12_IS_W4,hm11,,,,,,,,
soep-is,H12_IS_W4,hnetto,,,,,,,,
soep-is,H12_IS_W4,hnr,,,,,,,,
soep-is,H12_IS_W4,hpfleg,,,,,,,,
soep-is,H12_IS_W4,hpl,,,,,,,,
soep-is,H12_IS_W4,hpmax,,,,,,,,
soep-is,H12_IS_W4,hpstuf,,,,,,,,
soep-is,H12_IS_W4,hqm,,,,,,,,
soep-is,H12_IS_W4,hspar1,,,,,,,,
soep-is,H12_IS_W4,hspar2,,,,,,,,
soep-is,H12_IS_W4,hverm1,,,,,,,,
soep-is,H12_IS_W4,hverm2,,,,,,,,
soep-is,H12_IS_W4,hverm3,,,,,,,,
soep-is,H12_IS_W4,hverm4,,,,,,,,
soep-is,H12_IS_W4,hverm7,,,,,,,,
soep-is,H12_IS_W4,hvj,,,,,,,,
soep-is,H12_IS_W4,hwa,,,,,,,,
soep-is,H12_IS_W4,hwj,,,,,,,,
soep-is,H12_IS_W4,hwm,,,,,,,,
soep-is,H12_IS_W4,hwohn09,,,,,,,,
soep-is,H12_IS_W4,hwohn09a,,,,,,,,
soep-is,H12_IS_W4,hzahl,,,,,,,,
soep-is,H12_IS_W4,hzahl1,,,,,,,,
soep-is,H12_IS_W4,hzins1,,,,,,,,
soep-is,H12_IS_W4,hzins2,,,,,,,,
soep-is,H12_IS_W4,jahr,,,,,,,,
soep-is,H12_IS_W4,name,,,,,,,,
soep-is,H12_IS_W4,pnr,,,,,,,,
soep-is,H12_IS_W4,respid,,,,,,,,
soep-is,H12_IS_W4,stichu,,,,,,,,
soep-is,H12_IS_W4,urhh,,,,,,,,
soep-is,H12_IS_W4,znetto,,,,,,,,
soep-is,HBRU2011i,bik,,,,,,,,
soep-is,HBRU2011i,bula,,,,,,,,
soep-is,HBRU2011i,bula_sta,,,,,,,,
soep-is,HBRU2011i,datumja,,,,,,,,
soep-is,HBRU2011i,datummo,,,,,,,,
soep-is,HBRU2011i,datumtg,,,,,,,,
soep-is,HBRU2011i,ggk,,,,,,,,
soep-is,HBRU2011i,gkz,,,,,,,,
soep-is,HBRU2011i,gtyp,,,,,,,,
soep-is,HBRU2011i,hadq,,,,,,,,
soep-is,HBRU2011i,hand,,,,,,,,
soep-is,HBRU2011i,hhgr,,,,,,,,
soep-is,HBRU2011i,hnr,,,,,,,,
soep-is,HBRU2011i,hpmax,,,,,,,,
soep-is,HBRU2011i,htyp,,,,,,,,
soep-is,HBRU2011i,inteinsatz,,,,,,,,
soep-is,HBRU2011i,mailjanein,,,,,,,,
soep-is,HBRU2011i,nach,,,,,,,,
soep-is,HBRU2011i,plz,,,,,,,,
soep-is,HBRU2011i,regbez,,,,,,,,
soep-is,HBRU2011i,regbez_sta,,,,,,,,
soep-is,HBRU2011i,stich,,,,,,,,
soep-is,HBRU2011i,stichu,,,,,,,,
soep-is,HBRU2011i,teljanein,,,,,,,,
soep-is,HBRU2011i,urhh,,,,,,,,
soep-is,HBRU2011i,w11hader,,,,,,,,
soep-is,HBRU2011i,w11herg1,,,,,,,,
soep-is,HBRU2011i,w11hergs,,,,,,,,
soep-is,HBRU2011i,w11hfor1,,,,,,,,
soep-is,HBRU2011i,w11hfors,,,,,,,,
soep-is,HBRU2011i,w11hstu,,,,,,,,
soep-is,HBRU2011i,w11intk,,,,,,,,
soep-is,HBRU2011i,w11intnr,,,,,,,,
soep-is,HBRU2011i,w11intza,,,,,,,,
soep-is,HBRU2011i,w11schk,,,,,,,,
soep-is,HBRU2011i,w11split,,,,,,,,
soep-is,HBRU2011i,w11telk1,,,,,,,,
soep-is,HBRU2011i,w11telk2,,,,,,,,
soep-is,HBRU2011i,wein,,,,,,,,
soep-is,HBRU2011i,wum1,,,,,,,,
soep-is,HBRU2011i,wum2,,,,,,,,
soep-is,HBRU2011i,wum3,,,,,,,,
soep-is,INNO2011_BERUFE_MC_ISCO,auto,,,,,,,,
soep-is,INNO2011_BERUFE_MC_ISCO,beruprob,,,,,,,,
soep-is,INNO2011_BERUFE_MC_ISCO,hnr,,,,,,,,
soep-is,INNO2011_BERUFE_MC_ISCO,isco88,,,,,,,,
soep-is,INNO2011_BERUFE_MC_ISCO,kennung,,,,,,,,
soep-is,INNO2011_BERUFE_MC_ISCO,pnr,,,,,,,,
soep-is,INNO2011_BERUFE_MC_ISCO,pnrfest,,,,,,,,
soep-is,INNO2011_BERUFE_MC_ISCO,stba,,,,,,,,
soep-is,INNO2011_BERUFE_MC_ISCO,urhh,,,,,,,,
soep-is,INNO2011_BRANCHEN_NACE,auto,,,,,,,,
soep-is,INNO2011_BRANCHEN_NACE,branman,,,,,,,,
soep-is,INNO2011_BRANCHEN_NACE,branprob,,,,,,,,
soep-is,INNO2011_BRANCHEN_NACE,hnr,,,,,,,,
soep-is,INNO2011_BRANCHEN_NACE,kennung,,,,,,,,
soep-is,INNO2011_BRANCHEN_NACE,nace,,,,,,,,
soep-is,INNO2011_BRANCHEN_NACE,pnr,,,,,,,,
soep-is,INNO2011_BRANCHEN_NACE,pnrfest,,,,,,,,
soep-is,INNO2011_BRANCHEN_NACE,urhh,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,beruprob,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,brapro03,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,hnr,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,isco88,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,kennung,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,kldb92,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,name,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,pnr,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,pnrfest,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,urhh,,,,,,,,
soep-is,IS_BERUFE_BRANCHEN,wz2003,,,,,,,,
soep-is,Innomodul11,datj,,,,,,,,
soep-is,Innomodul11,datm,,,,,,,,
soep-is,Innomodul11,datt,,,,,,,,
soep-is,Innomodul11,hnr,,,,,,,,
soep-is,Innomodul11,ieb_iat_1,,,,,,,,
soep-is,Innomodul11,ieb_iat_2,,,,,,,,
soep-is,Innomodul11,ieb_iat_3,,,,,,,,
soep-is,Innomodul11,ieb_iat_3o,,,,,,,,
soep-is,Innomodul11,ieigiat01,,,,,,,,
soep-is,Innomodul11,ieigiat02,,,,,,,,
soep-is,Innomodul11,ieigiat03,,,,,,,,
soep-is,Innomodul11,ieigiat04,,,,,,,,
soep-is,Innomodul11,ieigiat_split01,,,,,,,,
soep-is,Innomodul11,ieigiat_split02,,,,,,,,
soep-is,Innomodul11,ifrber01,,,,,,,,
soep-is,Innomodul11,ifrber02,,,,,,,,
soep-is,Innomodul11,ifrber03,,,,,,,,
soep-is,Innomodul11,ifrber04,,,,,,,,
soep-is,Innomodul11,ifrber05,,,,,,,,
soep-is,Innomodul11,ifrber06,,,,,,,,
soep-is,Innomodul11,ifrber07,,,,,,,,
soep-is,Innomodul11,ifrber08,,,,,,,,
soep-is,Innomodul11,inachiat,,,,,,,,
soep-is,Innomodul11,inachiato,,,,,,,,
soep-is,Innomodul11,intnr,,,,,,,,
soep-is,Innomodul11,irenta,,,,,,,,
soep-is,Innomodul11,irentb,,,,,,,,
soep-is,Innomodul11,irentc,,,,,,,,
soep-is,Innomodul11,irentd,,,,,,,,
soep-is,Innomodul11,iroll01,,,,,,,,
soep-is,Innomodul11,iroll02,,,,,,,,
soep-is,Innomodul11,iroll03,,,,,,,,
soep-is,Innomodul11,iroll04,,,,,,,,
soep-is,Innomodul11,iroll05,,,,,,,,
soep-is,Innomodul11,iroll06,,,,,,,,
soep-is,Innomodul11,ityp101,,,,,,,,
soep-is,Innomodul11,ityp102,,,,,,,,
soep-is,Innomodul11,ityp103,,,,,,,,
soep-is,Innomodul11,ityp104,,,,,,,,
soep-is,Innomodul11,ityp105,,,,,,,,
soep-is,Innomodul11,ityp106,,,,,,,,
soep-is,Innomodul11,ityp107,,,,,,,,
soep-is,Innomodul11,ityp108,,,,,,,,
soep-is,Innomodul11,ityp109,,,,,,,,
soep-is,Innomodul11,ityp110,,,,,,,,
soep-is,Innomodul11,ityp111,,,,,,,,
soep-is,Innomodul11,ityp112,,,,,,,,
soep-is,Innomodul11,ityp113,,,,,,,,
soep-is,Innomodul11,ityp114,,,,,,,,
soep-is,Innomodul11,ityp115,,,,,,,,
soep-is,Innomodul11,ityp201,,,,,,,,
soep-is,Innomodul11,ityp202,,,,,,,,
soep-is,Innomodul11,ityp203,,,,,,,,
soep-is,Innomodul11,ityp204,,,,,,,,
soep-is,Innomodul11,ityp205,,,,,,,,
soep-is,Innomodul11,ityp206,,,,,,,,
soep-is,Innomodul11,ityp207,,,,,,,,
soep-is,Innomodul11,ityp208,,,,,,,,
soep-is,Innomodul11,ityp209,,,,,,,,
soep-is,Innomodul11,ityp210,,,,,,,,
soep-is,Innomodul11,ityp211,,,,,,,,
soep-is,Innomodul11,ityp212,,,,,,,,
soep-is,Innomodul11,ityp213,,,,,,,,
soep-is,Innomodul11,ityp214,,,,,,,,
soep-is,Innomodul11,ityp215,,,,,,,,
soep-is,Innomodul11,ityp_split,,,,,,,,
soep-is,Innomodul11,ivoriat,,,,,,,,
soep-is,Innomodul11,ivoriato,,,,,,,,
soep-is,Innomodul11,ivornaa01,,,,,,,,
soep-is,Innomodul11,ivornaa02,,,,,,,,
soep-is,Innomodul11,ivornab01,,,,,,,,
soep-is,Innomodul11,ivornab02,,,,,,,,
soep-is,Innomodul11,ivornac01,,,,,,,,
soep-is,Innomodul11,ivornac02,,,,,,,,
soep-is,Innomodul11,ivornad01,,,,,,,,
soep-is,Innomodul11,ivornad02,,,,,,,,
soep-is,Innomodul11,jahr,,,,,,,,
soep-is,Innomodul11,name,,,,,,,,
soep-is,Innomodul11,pnr,,,,,,,,
soep-is,Innomodul11,pnrfest,,,,,,,,
soep-is,Innomodul11,respid,,,,,,,,
soep-is,Innomodul11,stichu,,,,,,,,
soep-is,Innomodul11,urhh,,,,,,,,
soep-is,Intband2011i,beruf,,,,,,,,
soep-is,Intband2011i,beruf2,,,,,,,,
soep-is,Intband2011i,dabei,,,,,,,,
soep-is,Intband2011i,eintritt,,,,,,,,
soep-is,Intband2011i,famstand,,,,,,,,
soep-is,Intband2011i,geburt,,,,,,,,
soep-is,Intband2011i,intnr,,,,,,,,
soep-is,Intband2011i,schule,,,,,,,,
soep-is,Intband2011i,sex,,,,,,,,
soep-is,Intband2011i,soepseit,,,,,,,,
soep-is,Intband_2012_IS_Aufwuchs,beruf,,,,,,,,
soep-is,Intband_2012_IS_Aufwuchs,beruf2,,,,,,,,
soep-is,Intband_2012_IS_Aufwuchs,dabei,,,,,,,,
soep-is,Intband_2012_IS_Aufwuchs,eintritt,,,,,,,,
soep-is,Intband_2012_IS_Aufwuchs,famstand,,,,,,,,
soep-is,Intband_2012_IS_Aufwuchs,geburt,,,,,,,,
soep-is,Intband_2012_IS_Aufwuchs,intnr,,,,,,,,
soep-is,Intband_2012_IS_Aufwuchs,schule,,,,,,,,
soep-is,Intband_2012_IS_Aufwuchs,sex,,,,,,,,
soep-is,Intband_2012_IS_Aufwuchs,soepseit,,,,,,,,
soep-is,L12_IS,hnr,,,,,,,,
soep-is,L12_IS,jahr,,,,,,,,
soep-is,L12_IS,l1no,,,,,,,,
soep-is,L12_IS,l2wohn1,,,,,,,,
soep-is,L12_IS,l2wohn3,,,,,,,,
soep-is,L12_IS,lab01,,,,,,,,
soep-is,L12_IS,lab02,,,,,,,,
soep-is,L12_IS,lab03,,,,,,,,
soep-is,L12_IS,lab04,,,,,,,,
soep-is,L12_IS,lab05,,,,,,,,
soep-is,L12_IS,lab06,,,,,,,,
soep-is,L12_IS,lab07,,,,,,,,
soep-is,L12_IS,lab08,,,,,,,,
soep-is,L12_IS,lab08ka,,,,,,,,
soep-is,L12_IS,lab08x,,,,,,,,
soep-is,L12_IS,lal10a,,,,,,,,
soep-is,L12_IS,lal10b,,,,,,,,
soep-is,L12_IS,lal10c,,,,,,,,
soep-is,L12_IS,lbesch10,,,,,,,,
soep-is,L12_IS,lbesch10n,,,,,,,,
soep-is,L12_IS,ldatj,,,,,,,,
soep-is,L12_IS,ldatm,,,,,,,,
soep-is,L12_IS,ldatt,,,,,,,,
soep-is,L12_IS,lend,,,,,,,,
soep-is,L12_IS,lform,,,,,,,,
soep-is,L12_IS,lgeb,,,,,,,,
soep-is,L12_IS,lgebmo,,,,,,,,
soep-is,L12_IS,lgeka,,,,,,,,
soep-is,L12_IS,lgesch1,,,,,,,,
soep-is,L12_IS,lgesch2,,,,,,,,
soep-is,L12_IS,lgesch3,,,,,,,,
soep-is,L12_IS,lgesch5,,,,,,,,
soep-is,L12_IS,lgesch6,,,,,,,,
soep-is,L12_IS,lgesch7,,,,,,,,
soep-is,L12_IS,lgesch8,,,,,,,,
soep-is,L12_IS,lintnr,,,,,,,,
soep-is,L12_IS,lkgeb1,,,,,,,,
soep-is,L12_IS,lkgeb10,,,,,,,,
soep-is,L12_IS,lkgeb2,,,,,,,,
soep-is,L12_IS,lkgeb3,,,,,,,,
soep-is,L12_IS,lkgeb4,,,,,,,,
soep-is,L12_IS,lkgeb5,,,,,,,,
soep-is,L12_IS,lkgeb6,,,,,,,,
soep-is,L12_IS,lkgeb7,,,,,,,,
soep-is,L12_IS,lkgeb8,,,,,,,,
soep-is,L12_IS,lkgeb9,,,,,,,,
soep-is,L12_IS,lkh03,,,,,,,,
soep-is,L12_IS,lkh04,,,,,,,,
soep-is,L12_IS,lkh05,,,,,,,,
soep-is,L12_IS,lkh06,,,,,,,,
soep-is,L12_IS,lkh07,,,,,,,,
soep-is,L12_IS,lkh08,,,,,,,,
soep-is,L12_IS,lkh09,,,,,,,,
soep-is,L12_IS,lkh10,,,,,,,,
soep-is,L12_IS,lkhka,,,,,,,,
soep-is,L12_IS,lkind,,,,,,,,
soep-is,L12_IS,lkmo1,,,,,,,,
soep-is,L12_IS,lkmo10,,,,,,,,
soep-is,L12_IS,lkmo2,,,,,,,,
soep-is,L12_IS,lkmo3,,,,,,,,
soep-is,L12_IS,lkmo4,,,,,,,,
soep-is,L12_IS,lkmo5,,,,,,,,
soep-is,L12_IS,lkmo6,,,,,,,,
soep-is,L12_IS,lkmo7,,,,,,,,
soep-is,L12_IS,lkmo8,,,,,,,,
soep-is,L12_IS,lkmo9,,,,,,,,
soep-is,L12_IS,lknam1,,,,,,,,
soep-is,L12_IS,lknam10,,,,,,,,
soep-is,L12_IS,lknam2,,,,,,,,
soep-is,L12_IS,lknam3,,,,,,,,
soep-is,L12_IS,lknam4,,,,,,,,
soep-is,L12_IS,lknam5,,,,,,,,
soep-is,L12_IS,lknam6,,,,,,,,
soep-is,L12_IS,lknam7,,,,,,,,
soep-is,L12_IS,lknam8,,,,,,,,
soep-is,L12_IS,lknam9,,,,,,,,
soep-is,L12_IS,lkno,,,,,,,,
soep-is,L12_IS,lksex1,,,,,,,,
soep-is,L12_IS,lksex10,,,,,,,,
soep-is,L12_IS,lksex2,,,,,,,,
soep-is,L12_IS,lksex3,,,,,,,,
soep-is,L12_IS,lksex4,,,,,,,,
soep-is,L12_IS,lksex5,,,,,,,,
soep-is,L12_IS,lksex6,,,,,,,,
soep-is,L12_IS,lksex7,,,,,,,,
soep-is,L12_IS,lksex8,,,,,,,,
soep-is,L12_IS,lksex9,,,,,,,,
soep-is,L12_IS,lkwo1,,,,,,,,
soep-is,L12_IS,lkwo10,,,,,,,,
soep-is,L12_IS,lkwo2,,,,,,,,
soep-is,L12_IS,lkwo3,,,,,,,,
soep-is,L12_IS,lkwo4,,,,,,,,
soep-is,L12_IS,lkwo5,,,,,,,,
soep-is,L12_IS,lkwo6,,,,,,,,
soep-is,L12_IS,lkwo7,,,,,,,,
soep-is,L12_IS,lkwo8,,,,,,,,
soep-is,L12_IS,lkwo9,,,,,,,,
soep-is,L12_IS,lm03a,,,,,,,,
soep-is,L12_IS,lm03b,,,,,,,,
soep-is,L12_IS,lm03bnr,,,,,,,,
soep-is,L12_IS,lm04,,,,,,,,
soep-is,L12_IS,lm05,,,,,,,,
soep-is,L12_IS,lm06,,,,,,,,
soep-is,L12_IS,lm07,,,,,,,,
soep-is,L12_IS,lm08,,,,,,,,
soep-is,L12_IS,lm09,,,,,,,,
soep-is,L12_IS,lm10,,,,,,,,
soep-is,L12_IS,lm11,,,,,,,,
soep-is,L12_IS,lm12,,,,,,,,
soep-is,L12_IS,loed,,,,,,,,
soep-is,L12_IS,lpnat,,,,,,,,
soep-is,L12_IS,lpnatnr,,,,,,,,
soep-is,L12_IS,lrel,,,,,,,,
soep-is,L12_IS,lrelneu,,,,,,,,
soep-is,L12_IS,lrelso,,,,,,,,
soep-is,L12_IS,lsab1,,,,,,,,
soep-is,L12_IS,lsab2,,,,,,,,
soep-is,L12_IS,lsab3,,,,,,,,
soep-is,L12_IS,lsab5,,,,,,,,
soep-is,L12_IS,lsab7,,,,,,,,
soep-is,L12_IS,lsab9,,,,,,,,
soep-is,L12_IS,lsex,,,,,,,,
soep-is,L12_IS,lsta1,,,,,,,,
soep-is,L12_IS,lsta1a,,,,,,,,
soep-is,L12_IS,lsta2,,,,,,,,
soep-is,L12_IS,lsta2nr,,,,,,,,
soep-is,L12_IS,lsta3,,,,,,,,
soep-is,L12_IS,lstd,,,,,,,,
soep-is,L12_IS,lv03a,,,,,,,,
soep-is,L12_IS,lv03b,,,,,,,,
soep-is,L12_IS,lv03bnr,,,,,,,,
soep-is,L12_IS,lv04,,,,,,,,
soep-is,L12_IS,lv05,,,,,,,,
soep-is,L12_IS,lv06,,,,,,,,
soep-is,L12_IS,lv07,,,,,,,,
soep-is,L12_IS,lv08,,,,,,,,
soep-is,L12_IS,lv09,,,,,,,,
soep-is,L12_IS,lv10,,,,,,,,
soep-is,L12_IS,lv11,,,,,,,,
soep-is,L12_IS,lv12,,,,,,,,
soep-is,L12_IS,lwied,,,,,,,,
soep-is,L12_IS,lzug01,,,,,,,,
soep-is,L12_IS,modul,,,,,,,,
soep-is,L12_IS,name,,,,,,,,
soep-is,L12_IS,palo,,,,,,,,
soep-is,L12_IS,pehe1a,,,,,,,,
soep-is,L12_IS,pehe1b,,,,,,,,
soep-is,L12_IS,pehe1c,,,,,,,,
soep-is,L12_IS,pehe1d,,,,,,,,
soep-is,L12_IS,pehe1e,,,,,,,,
soep-is,L12_IS,pehe2a,,,,,,,,
soep-is,L12_IS,pehe2b,,,,,,,,
soep-is,L12_IS,pehe2c,,,,,,,,
soep-is,L12_IS,pehe2d,,,,,,,,
soep-is,L12_IS,pehe2e,,,,,,,,
soep-is,L12_IS,pehe3b,,,,,,,,
soep-is,L12_IS,pehe3c,,,,,,,,
soep-is,L12_IS,pehe3d,,,,,,,,
soep-is,L12_IS,pehe4b,,,,,,,,
soep-is,L12_IS,pehe4c,,,,,,,,
soep-is,L12_IS,pehe4d,,,,,,,,
soep-is,L12_IS,pehe5e,,,,,,,,
soep-is,L12_IS,pehe6e,,,,,,,,
soep-is,L12_IS,pehe7e,,,,,,,,
soep-is,L12_IS,perw,,,,,,,,
soep-is,L12_IS,pnr,,,,,,,,
soep-is,L12_IS,pnrfest,,,,,,,,
soep-is,L12_IS,pp1a,,,,,,,,
soep-is,L12_IS,pp1b,,,,,,,,
soep-is,L12_IS,pp1c,,,,,,,,
soep-is,L12_IS,pp1d,,,,,,,,
soep-is,L12_IS,pp2a,,,,,,,,
soep-is,L12_IS,ppend2b,,,,,,,,
soep-is,L12_IS,ppend2c,,,,,,,,
soep-is,L12_IS,ppend2d,,,,,,,,
soep-is,L12_IS,ppendb,,,,,,,,
soep-is,L12_IS,ppendc,,,,,,,,
soep-is,L12_IS,ppendd,,,,,,,,
soep-is,L12_IS,ppja,,,,,,,,
soep-is,L12_IS,ppjb,,,,,,,,
soep-is,L12_IS,ppjc,,,,,,,,
soep-is,L12_IS,ppjd,,,,,,,,
soep-is,L12_IS,ppleb1a,,,,,,,,
soep-is,L12_IS,ppleb1b,,,,,,,,
soep-is,L12_IS,ppleb1c,,,,,,,,
soep-is,L12_IS,ppleb1d,,,,,,,,
soep-is,L12_IS,ppleb2b,,,,,,,,
soep-is,L12_IS,ppleb2c,,,,,,,,
soep-is,L12_IS,ppleb2d,,,,,,,,
soep-is,L12_IS,ppleb3b,,,,,,,,
soep-is,L12_IS,ppleb3c,,,,,,,,
soep-is,L12_IS,ppleb3d,,,,,,,,
soep-is,L12_IS,ppleb4b,,,,,,,,
soep-is,L12_IS,ppleb4c,,,,,,,,
soep-is,L12_IS,ppleb4d,,,,,,,,
soep-is,L12_IS,ppleba,,,,,,,,
soep-is,L12_IS,pplebja,,,,,,,,
soep-is,L12_IS,ppnam,,,,,,,,
soep-is,L12_IS,ppnr,,,,,,,,
soep-is,L12_IS,respid,,,,,,,,
soep-is,L12_IS,stichu,,,,,,,,
soep-is,L12_IS,urhh,,,,,,,,
soep-is,L12_IS_W4,hnr,,,,,,,,
soep-is,L12_IS_W4,jahr,,,,,,,,
soep-is,L12_IS_W4,l2wohn1,,,,,,,,
soep-is,L12_IS_W4,l2wohn3,,,,,,,,
soep-is,L12_IS_W4,lab01,,,,,,,,
soep-is,L12_IS_W4,lab02,,,,,,,,
