study,questionnaire,answer_list,value,label,label_de,,
soep-is,soep-is-2012-aufwuchs,mem13,1,Yes,Ja,3067,mem13
soep-is,soep-is-2012-aufwuchs,mem13,2,No,Nein,3068,mem13
soep-is,soep-is-2012-aufwuchs,mem13,3,I can not tell,Kann ich nicht sagen,3069,mem13
soep-is,soep-is-2012-aufwuchs,mem13,-1,No answer,Keine Angabe,3070,mem13
soep-is,soep-is-2012-aufwuchs,p7tag,1,Yes,Ja,3071,p7tag
soep-is,soep-is-2012-aufwuchs,p7tag,2,No,Nein,3072,p7tag
soep-is,soep-is-2012-aufwuchs,p7tag,-1,No answer,Keine Angabe,3073,p7tag
soep-is,soep-is-2012-aufwuchs,perz,1,"Yes, maternity protection","Ja, Mutterschutz",3074,perz
soep-is,soep-is-2012-aufwuchs,perz,2,"Yes, „Elternzeit“","Ja, Elternzeit",3075,perz
soep-is,soep-is-2012-aufwuchs,perz,3,No,Nein,3076,perz
soep-is,soep-is-2012-aufwuchs,perz,-1,No answer,Keine Angabe,3077,perz
soep-is,soep-is-2012-aufwuchs,lsab x,1,Yes,Ja,3078,lsab x
soep-is,soep-is-2012-aufwuchs,lsab x,2,"No, I have not graduated yet, I am still in school","Nein, noch keinen Abschluss, gehe noch zur Schule",3079,lsab x
soep-is,soep-is-2012-aufwuchs,lsab x,3,"No, left school without graduation","Nein, Schule ohne Abschluss verlassen",3080,lsab x
soep-is,soep-is-2012-aufwuchs,lsab x,-1,No answer,Keine Angabe,3081,lsab x
soep-is,soep-is-2012-aufwuchs,lsab3,1,In a federal state of the Federal Republic of Germany?,In einem Bundesland der Bundesrepublik Deutschland?,3082,lsab3
soep-is,soep-is-2012-aufwuchs,lsab3,2,In GDR?,In der DDR?,3083,lsab3
soep-is,soep-is-2012-aufwuchs,lsab3,3,In another country,In einem anderen Land?,3084,lsab3
soep-is,soep-is-2012-aufwuchs,lsab3,-1,No answer,Keine Angabe,3085,lsab3
soep-is,soep-is-2012-aufwuchs,lsab7 x,1,"Secondary general school leaving certificate (""Hauptschulabschluss"")",Volksschul-/ Hauptschulabschluss,3086,lsab7 x
soep-is,soep-is-2012-aufwuchs,lsab7 x,2,"Intermediate school leaving certificate (""Mittlere Reife"", ""Realschulabschluss"")",Mittlere Reife / Realschulabschluss,3087,lsab7 x
soep-is,soep-is-2012-aufwuchs,lsab7 x,3,"Leaving certificate from a Fachoberschule (""Fachhochschulreife"" Â qualification for studies at a Fachhochschule)",Fachhochschulreife (Abschluss Fachoberschule),3088,lsab7 x
soep-is,soep-is-2012-aufwuchs,lsab7 x,4,"Upper secondary leaving certificate (""Abitur"")",Abitur (Hochschulreife),3089,lsab7 x
soep-is,soep-is-2012-aufwuchs,lsab7 x,5,Other school leaving certificate (please state),Anderer Schulabschluss,3090,lsab7 x
soep-is,soep-is-2012-aufwuchs,lsab7 x,-1,No answer,Keine Angabe,3091,lsab7 x
soep-is,soep-is-2012-aufwuchs,lsab7 y,1,Secondary School Degree ,Abschluss 8. Klasse,3092,lsab7 y
soep-is,soep-is-2012-aufwuchs,lsab7 y,2,Intermediate School Degree,Abschluss 10. Klasse,3093,lsab7 y
soep-is,soep-is-2012-aufwuchs,lsab7 y,3,Upper Secondary School Degree ,Abitur (Hochschulreife),3094,lsab7 y
soep-is,soep-is-2012-aufwuchs,lsab7 y,4,Other Degree,Anderer Schulabschluss,3095,lsab7 y
soep-is,soep-is-2012-aufwuchs,lsab7 y,-1,No answer,Keine Angabe,3096,lsab7 y
soep-is,soep-is-2012-aufwuchs,lsab5,1,"School, with degree",Abschluss einer Pflichtschule,3097,lsab5
soep-is,soep-is-2012-aufwuchs,lsab5,2,Vocational Extension School ,Abschluss einer weiterführenden Schule,3098,lsab5
soep-is,soep-is-2012-aufwuchs,lsab5,-1,No answer,Keine Angabe,3099,lsab5
soep-is,soep-is-2012-aufwuchs,lab01,1,Yes,Ja,3100,lab01
soep-is,soep-is-2012-aufwuchs,lab01,2,No,Nein,3101,lab01
soep-is,soep-is-2012-aufwuchs,lab01,-1,No answer,Keine Angabe,3102,lab01
soep-is,soep-is-2012-aufwuchs,paus1,1,Yes,Ja,3103,paus1
soep-is,soep-is-2012-aufwuchs,paus1,2,No,Nein,3104,paus1
soep-is,soep-is-2012-aufwuchs,paus1,-1,No answer,Keine Angabe,3105,paus1
soep-is,soep-is-2012-aufwuchs,paus x,1,General education / secondary school ,Allgemeinbildende Schule,3106,paus x
soep-is,soep-is-2012-aufwuchs,paus x,2,Vocational training,Berufliche Ausbildung,3107,paus x
soep-is,soep-is-2012-aufwuchs,paus x,3,Higher education,"Hochschule, Fachhochschule",3108,paus x
soep-is,soep-is-2012-aufwuchs,paus x,4,"Further training, Retraining","Weiterbildung, Umschulung",3109,paus x
soep-is,soep-is-2012-aufwuchs,paus x,-1,No answer,Keine Angabe,3110,paus x
soep-is,soep-is-2012-aufwuchs,paus2,1,Lower secondary school (Hauptschule),Hauptschule,3111,paus2
soep-is,soep-is-2012-aufwuchs,paus2,2,Intermediate secondary school (Realschule),Realschule,3112,paus2
soep-is,soep-is-2012-aufwuchs,paus2,3,Upper secondary school (Gymnasium),Gymnasium,3113,paus2
soep-is,soep-is-2012-aufwuchs,paus2,4,Comprehensive school (Gesamtschule),Gesamtschule,3114,paus2
soep-is,soep-is-2012-aufwuchs,paus2,5,Evening intermediate / upper secondary school (Abendrealschule / Abendgymnasium),"Abendrealschule, Abendgymnasium",3115,paus2
soep-is,soep-is-2012-aufwuchs,paus2,6,Specialized upper secondary school (Fachoberschule),Fachoberschule,3116,paus2
soep-is,soep-is-2012-aufwuchs,paus2,-1,No answer,Keine Angabe,3117,paus2
soep-is,soep-is-2012-aufwuchs,lal10a,1,Yes,Ja,3118,lal10a
soep-is,soep-is-2012-aufwuchs,lal10a,2,No,Nein,3119,lal10a
soep-is,soep-is-2012-aufwuchs,lal10a,-1,No answer,Keine Angabe,3120,lal10a
soep-is,soep-is-2012-aufwuchs,palo,1,Yes,Ja,3121,palo
soep-is,soep-is-2012-aufwuchs,palo,2,No,Nein,3122,palo
soep-is,soep-is-2012-aufwuchs,palo,-1,No answer,Keine Angabe,3123,palo
soep-is,soep-is-2012-aufwuchs,pend1,1,Yes,Ja,3124,pend1
soep-is,soep-is-2012-aufwuchs,pend1,2,No,Nein,3125,pend1
soep-is,soep-is-2012-aufwuchs,pend1,-1,No answer,Keine Angabe,3126,pend1
soep-is,soep-is-2012-aufwuchs,perw,1,Employed full-time,Voll erwerbstätig,3127,perw
soep-is,soep-is-2012-aufwuchs,perw,2,Employed part-time,In Teilzeitbeschäftigung,3128,perw
soep-is,soep-is-2012-aufwuchs,perw,3,Completing in-service training (betriebliche Ausbildung) / apprenticeship (Lehre) / in-service retraining (betriebliche Umschulung),"In betrieblicher Ausbildung, Lehre oder betrieblicher Umschulung",3129,perw
soep-is,soep-is-2012-aufwuchs,perw,4,In marginal (geringfügig) or irregular employment (unregelmäßig erwerbstätig),Geringfügig oder unregelmäßig erwerbstätig,3130,perw
soep-is,soep-is-2012-aufwuchs,perw,5,"In partial retirement, phase with zero working hours (Altersteilzeit mit Arbeitszeit Null)",In Altersteilzeit mit Arbeitszeit Null,3131,perw
soep-is,soep-is-2012-aufwuchs,perw,6,Completing compulsory military service (Wehrpflicht),Freiwilliger Wehrdienst,3132,perw
soep-is,soep-is-2012-aufwuchs,perw,7,"A voluntary social/
ecological year (freiwilliges soziales/ökologisches Jahr) or in the federal volunteer service (Bundesfreiwilligendienst)","Freiwilliges soziales/ökologisches Jahr, Bundesfreiwilligendienst",3133,perw
soep-is,soep-is-2012-aufwuchs,perw,8,Not employed,Nicht erwerbstätig,3134,perw
soep-is,soep-is-2012-aufwuchs,paz12,1,Yes,Ja,3135,paz12
soep-is,soep-is-2012-aufwuchs,paz12,2,No,Nein,3136,paz12
soep-is,soep-is-2012-aufwuchs,paz12,-1,No answer,Keine Angabe,3137,paz12
soep-is,soep-is-2012-aufwuchs,pbefr2,1,"Yes, a job-creation measure (ABM)","Ja, ABM-Stelle",3138,pbefr2
soep-is,soep-is-2012-aufwuchs,pbefr2,2,"Yes, a 1-Euro Job (community work)","Ja, gemeinnützige Arbeit (1-Euro-Job)",3139,pbefr2
soep-is,soep-is-2012-aufwuchs,pbefr2,3,No,Nein,3140,pbefr2
soep-is,soep-is-2012-aufwuchs,pbefr2,-1,No answer,Keine Angabe,3141,pbefr2
soep-is,soep-is-2012-aufwuchs,paz11,1,"Yes, Mini-Job (up to 400 euros)","Ja, Mini-Job (bis 400 Euro)",3142,paz11
soep-is,soep-is-2012-aufwuchs,paz11,2,"Yes, Midi-Job (401 to 800 eurosÂ )","Ja, Midi-Job (401 bis 800 Euro)",3143,paz11
soep-is,soep-is-2012-aufwuchs,paz11,3,No,Nein,3144,paz11
soep-is,soep-is-2012-aufwuchs,paz11,-1,No answer,Keine Angabe,3145,paz11
soep-is,soep-is-2012-aufwuchs,lstd,1,"Employed full-time, at least 35 hours per week","Voll berufstätig, also mindestens 35 Wochenstunden",3146,lstd
soep-is,soep-is-2012-aufwuchs,lstd,2,"Employed part-time, from 20 to 34 hours per week","Teilzeitbeschäftigt, also 20 bis 34 Wochenstunden",3147,lstd
soep-is,soep-is-2012-aufwuchs,lstd,3,In marginal or irregular employment,Geringfügig oder unregelmäßig beschäftigt,3148,lstd
soep-is,soep-is-2012-aufwuchs,lstd,-1,No answer,Keine Angabe,3149,lstd
soep-is,soep-is-2012-aufwuchs,l0ed,1,Yes,Ja,3150,l0ed
soep-is,soep-is-2012-aufwuchs,l0ed,2,No,Nein,3151,l0ed
soep-is,soep-is-2012-aufwuchs,l0ed,-1,No answer,Keine Angabe,3152,l0ed
soep-is,soep-is-2012-aufwuchs,pnerw02,1,"No, definitely not","Nein, ganz sicher nicht",3153,pnerw02
soep-is,soep-is-2012-aufwuchs,pnerw02,2,Probably not,Eher unwahrscheinlich,3154,pnerw02
soep-is,soep-is-2012-aufwuchs,pnerw02,3,Probably,Wahrscheinlich,3155,pnerw02
soep-is,soep-is-2012-aufwuchs,pnerw02,4,Definitely,Ganz sicher,3156,pnerw02
soep-is,soep-is-2012-aufwuchs,pnerw02,-1,No answer,Keine Angabe,3157,pnerw02
soep-is,soep-is-2012-aufwuchs,pnerw10,1,Yes,Ja,3158,pnerw10
soep-is,soep-is-2012-aufwuchs,pnerw10,2,No,Nein,3159,pnerw10
soep-is,soep-is-2012-aufwuchs,pnerw10,-1,No answer,Keine Angabe,3160,pnerw10
soep-is,soep-is-2012-aufwuchs,pnerw09,1,Yes,Ja,3161,pnerw09
soep-is,soep-is-2012-aufwuchs,pnerw09,2,No,Nein,3162,pnerw09
soep-is,soep-is-2012-aufwuchs,pnerw09,-1,No answer,Keine Angabe,3163,pnerw09
soep-is,soep-is-2012-aufwuchs,fm05,0,This will certainly not happen 0,Das wird mit Sicherheit nicht eintreten 0,3164,fm05
soep-is,soep-is-2012-aufwuchs,fm05,1,10%,10,3165,fm05
soep-is,soep-is-2012-aufwuchs,fm05,2,20%,20,3166,fm05
soep-is,soep-is-2012-aufwuchs,fm05,3,30%,30,3167,fm05
soep-is,soep-is-2012-aufwuchs,fm05,4,40%,40,3168,fm05
soep-is,soep-is-2012-aufwuchs,fm05,5,50%,50,3169,fm05
soep-is,soep-is-2012-aufwuchs,fm05,6,60%,60,3170,fm05
soep-is,soep-is-2012-aufwuchs,fm05,7,70%,70,3171,fm05
soep-is,soep-is-2012-aufwuchs,fm05,8,80%,80,3172,fm05
soep-is,soep-is-2012-aufwuchs,fm05,9,90%,90,3173,fm05
soep-is,soep-is-2012-aufwuchs,fm05,10,This will certainly happen 100,Das wird mit Sicherheit eintreten 100,3174,fm05
soep-is,soep-is-2012-aufwuchs,poed,1,Yes,Ja,3175,poed
soep-is,soep-is-2012-aufwuchs,poed,2,No,Nein,3176,poed
soep-is,soep-is-2012-aufwuchs,poed,-2,No answer,Keine Angabe,3177,poed
soep-is,soep-is-2012-aufwuchs,x,1,"Blue-collar worker, also in agriculture","Arbeiter, auch in der Landwirtschaft",3178,x
soep-is,soep-is-2012-aufwuchs,x,2,White-Collar Worker,Angestellte,3179,x
soep-is,soep-is-2012-aufwuchs,x,3,Self-employed (also those working for a self-employed family member),"Selbständige, einschl. mithelfende Familienangehörige",3180,x
soep-is,soep-is-2012-aufwuchs,x,4,Civil Servant,"Beamte, einschließlich Richter und Berufssoldaten",3181,x
soep-is,soep-is-2012-aufwuchs,x,5,Trainees and Assistants,Auszubildende und Praktikanten,3182,x
soep-is,soep-is-2012-aufwuchs,x,-1,No answer,Keine Angabe,3183,x
soep-is,soep-is-2012-aufwuchs,pvor1,1,Yes,Ja,3184,pvor1
soep-is,soep-is-2012-aufwuchs,pvor1,2,No,Nein,3185,pvor1
soep-is,soep-is-2012-aufwuchs,pvor1,-1,No answer,Keine Angabe,3186,pvor1
soep-is,soep-is-2012-aufwuchs,parb,1,Unskilled worker (ungelernt),Ungelernte Arbeiter,3187,parb
soep-is,soep-is-2012-aufwuchs,parb,2,Semi-skilled worker (angelernt),Angelernte Arbeiter,3188,parb
soep-is,soep-is-2012-aufwuchs,parb,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernte und Facharbeiter,3189,parb
soep-is,soep-is-2012-aufwuchs,parb,4,Foreman / forewoman (Vorarbeiter/ Kolonnenführer),"Vorarbeiter, Kolonnenführer",3190,parb
soep-is,soep-is-2012-aufwuchs,parb,5,Master craftsperson (Meister / Polierer),"Meister, Polier",3191,parb
soep-is,soep-is-2012-aufwuchs,parb,-1,No answer,Keine Angabe,3192,parb
soep-is,soep-is-2012-aufwuchs,pang,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeister im Angestelltenverhältnis,3193,pang
soep-is,soep-is-2012-aufwuchs,pang,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellte mit einfacher Tätigkeit ohne Ausbildungsabschluss,3194,pang
soep-is,soep-is-2012-aufwuchs,pang,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellte mit einfacher Tätigkeit mit Ausbildungsabschluss,3195,pang
soep-is,soep-is-2012-aufwuchs,pang,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellte mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner",3196,pang
soep-is,soep-is-2012-aufwuchs,pang,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter",3197,pang
soep-is,soep-is-2012-aufwuchs,pang,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellte mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände",3198,pang
soep-is,soep-is-2012-aufwuchs,pang,-1,No answer,Keine Angabe,3199,pang
soep-is,soep-is-2012-aufwuchs,pamt,1,Lower level,Einfacher Dienst,3200,pamt
soep-is,soep-is-2012-aufwuchs,pamt,2,Middle level,Mittlerer Dienst,3201,pamt
soep-is,soep-is-2012-aufwuchs,pamt,3,Upper level,Gehobener Dienst,3202,pamt
soep-is,soep-is-2012-aufwuchs,pamt,4,Executive level,Höherer Dienst,3203,pamt
soep-is,soep-is-2012-aufwuchs,pamt,-1,No answer,Keine Angabe,3204,pamt
soep-is,soep-is-2012-aufwuchs,pazubi,1,Apprentice / trainee in industry of technology,Auszubildende im gewerblich-technischen Bereich,3205,pazubi
soep-is,soep-is-2012-aufwuchs,pazubi,2,Apprentice / trainee in trade and commerce,Auszubildende im kaufmännischen Bereich,3206,pazubi
soep-is,soep-is-2012-aufwuchs,pazubi,3,"Volunteer, intern, etc","Volontäre, Praktikanten und ähnliches",3207,pazubi
soep-is,soep-is-2012-aufwuchs,pazubi,-1,No answer,Keine Angabe,3208,pazubi
soep-is,soep-is-2012-aufwuchs,fm06,0,This will certainly not occur 0,Das wird mit Sicherheit nicht eintreten 0,3209,fm06
soep-is,soep-is-2012-aufwuchs,fm06,1,10,10,3210,fm06
soep-is,soep-is-2012-aufwuchs,fm06,2,20,20,3211,fm06
soep-is,soep-is-2012-aufwuchs,fm06,3,30,30,3212,fm06
soep-is,soep-is-2012-aufwuchs,fm06,4,40,40,3213,fm06
soep-is,soep-is-2012-aufwuchs,fm06,5,50,50,3214,fm06
soep-is,soep-is-2012-aufwuchs,fm06,6,60,60,3215,fm06
soep-is,soep-is-2012-aufwuchs,fm06,7,70,70,3216,fm06
soep-is,soep-is-2012-aufwuchs,fm06,8,80,80,3217,fm06
soep-is,soep-is-2012-aufwuchs,fm06,9,90,90,3218,fm06
soep-is,soep-is-2012-aufwuchs,fm06,10,This will certainly occur.,Das wird mit Sicherheit eintreten 100,3219,fm06
soep-is,soep-is-2012-aufwuchs,pzaf,1,Yes,Ja,3220,pzaf
soep-is,soep-is-2012-aufwuchs,pzaf,2,No,Nein,3221,pzaf
soep-is,soep-is-2012-aufwuchs,pzaf,-1,No answer,Keine Angabe,3222,pzaf
soep-is,soep-is-2012-aufwuchs,pbefr1,1,Permanent contract,Unbefristeten Arbeitsvertrag,3223,pbefr1
soep-is,soep-is-2012-aufwuchs,pbefr1,2,Fixed-term contract,Befristetes Arbeitsverhältnis,3224,pbefr1
soep-is,soep-is-2012-aufwuchs,pbefr1,-1,No answer,Keine Angabe,3225,pbefr1
soep-is,soep-is-2012-aufwuchs,sim03,1,Yes,Ja,3226,sim03
soep-is,soep-is-2012-aufwuchs,sim03,2,No,Nein,3227,sim03
soep-is,soep-is-2012-aufwuchs,sim03,3,Don't know,Weiß nicht,3228,sim03
soep-is,soep-is-2012-aufwuchs,sim03,-1,No answer,Keine Angabe,3229,sim03
soep-is,soep-is-2012-aufwuchs,pgesunt,1,fewer than 5 employees,unter 5 Beschäftigte,3230,pgesunt
soep-is,soep-is-2012-aufwuchs,pgesunt,2,5-10 employees,5 bis 10 Beschäftigte,3231,pgesunt
soep-is,soep-is-2012-aufwuchs,pgesunt,3,11-19 employees,11 bis unter 20 Beschäftigte,3232,pgesunt
soep-is,soep-is-2012-aufwuchs,pgesunt,4,20-99 employees,20 bis unter 100 Beschäftigte,3233,pgesunt
soep-is,soep-is-2012-aufwuchs,pgesunt,5,100-199 employees,100 bis unter 200 Beschäftigte,3234,pgesunt
soep-is,soep-is-2012-aufwuchs,pgesunt,6,"200-1,999 employees",200 bis unter 2000 Beschäftigte,3235,pgesunt
soep-is,soep-is-2012-aufwuchs,pgesunt,7,2000 or more employees,2000 und mehr Beschäftigte,3236,pgesunt
soep-is,soep-is-2012-aufwuchs,pgesunt,-1,No answer,Keine Angabe,3237,pgesunt
soep-is,soep-is-2012-aufwuchs,psst x1,1,Self-employed farmer,Selbständige Landwirte,3238,psst x1
soep-is,soep-is-2012-aufwuchs,psst x1,2,Freelance professional / self-employed academic,"Freie Berufe, selbständige Akademiker",3239,psst x1
soep-is,soep-is-2012-aufwuchs,psst x1,3,Other self-employed people,Sonstige Selbständige,3240,psst x1
soep-is,soep-is-2012-aufwuchs,psst x1,4,Working for a self-employed relative,Mithelfende Familienangehörige,3241,psst x1
soep-is,soep-is-2012-aufwuchs,psst x1,-1,No answer,Keine Angabe,3242,psst x1
soep-is,soep-is-2012-aufwuchs,psst x2,1,None,Keine,3243,psst x2
soep-is,soep-is-2012-aufwuchs,psst x2,2,1-9,1-9,3244,psst x2
soep-is,soep-is-2012-aufwuchs,psst x2,3,more than 10,10 und mehr,3245,psst x2
soep-is,soep-is-2012-aufwuchs,psst x2,-1,No answer,Keine Angabe,3246,psst x2
soep-is,soep-is-2012-aufwuchs,pjob x,1,Yes,Ja,3247,pjob x
soep-is,soep-is-2012-aufwuchs,pjob x,2,No,Nein,3248,pjob x
soep-is,soep-is-2012-aufwuchs,pjob x,-1,No answer,Keine Angabe,3249,pjob x
soep-is,soep-is-2012-aufwuchs,fm07,1,Yes,Ja,3250,fm07
soep-is,soep-is-2012-aufwuchs,fm07,2,No,Nein,3251,fm07
soep-is,soep-is-2012-aufwuchs,fm07,3,I can not tell,Kann ich nicht sagen,3252,fm07
soep-is,soep-is-2012-aufwuchs,fm09,1,A few months,Ein paar Monate,3253,fm09
soep-is,soep-is-2012-aufwuchs,fm09,2,The next year,Das nächste Jahr,3254,fm09
soep-is,soep-is-2012-aufwuchs,fm09,3,The next 2 to 5 years,Die nächsten 2 bis 5 Jahre,3255,fm09
soep-is,soep-is-2012-aufwuchs,fm09,4,The next 5 to 10 years,Die nächsten 5 bis 10 Jahre,3256,fm09
soep-is,soep-is-2012-aufwuchs,fm09,5,More than 10 years,Mehr als 10 Jahre,3257,fm09
soep-is,soep-is-2012-aufwuchs,fm09,-1,No answer,Keine Angabe,3258,fm09
soep-is,soep-is-2012-aufwuchs,fm10,1,Not at all,Gar nicht,3259,fm10
soep-is,soep-is-2012-aufwuchs,fm10,2,A little,Ein bisschen,3260,fm10
soep-is,soep-is-2012-aufwuchs,fm10,3,Good,Gut,3261,fm10
soep-is,soep-is-2012-aufwuchs,fm10,4,Very good,Sehr gut,3262,fm10
soep-is,soep-is-2012-aufwuchs,fm10,-1,No answer,Keine Angabe,3263,fm10
soep-is,soep-is-2012-aufwuchs,fm11,0,0 =  totally unimportant,0 ganz und gar unwichtig,3264,fm11
soep-is,soep-is-2012-aufwuchs,fm11,1,1,1,3265,fm11
soep-is,soep-is-2012-aufwuchs,fm11,2,2,2,3266,fm11
soep-is,soep-is-2012-aufwuchs,fm11,3,3,3,3267,fm11
soep-is,soep-is-2012-aufwuchs,fm11,4,4,4,3268,fm11
soep-is,soep-is-2012-aufwuchs,fm11,5,5,5,3269,fm11
soep-is,soep-is-2012-aufwuchs,fm11,6,6,6,3270,fm11
soep-is,soep-is-2012-aufwuchs,fm11,7,7,7,3271,fm11
soep-is,soep-is-2012-aufwuchs,fm11,8,8,8,3272,fm11
soep-is,soep-is-2012-aufwuchs,fm11,9,9,9,3273,fm11
soep-is,soep-is-2012-aufwuchs,fm11,10,10 = very important,10 sehr wichtig,3274,fm11
soep-is,soep-is-2012-aufwuchs,fm11,11,Does not apply,trifft nicht zu,3275,fm11
soep-is,soep-is-2012-aufwuchs,fm11,-1,No answer,Keine Angabe,3276,fm11
soep-is,soep-is-2012-aufwuchs,fm12,1,More than 200€,Mehr als 200 €,3277,fm12
soep-is,soep-is-2012-aufwuchs,fm12,2,Exactly 200€,Genau 200 €,3278,fm12
soep-is,soep-is-2012-aufwuchs,fm12,3,Less than 200€,Weniger als 200 €,3279,fm12
soep-is,soep-is-2012-aufwuchs,fm12,4,Can not / Prefer not to estimate,Kann/Möchte ich nicht einschätzen,3280,fm12
soep-is,soep-is-2012-aufwuchs,fm12,-1,No answer,Keine Angabe,3281,fm12
soep-is,soep-is-2012-aufwuchs,fm13,1,Savings accounts,Sparbücher,3282,fm13
soep-is,soep-is-2012-aufwuchs,fm13,2,Fixed income securities,Festverzinsliche Wertpapiere,3283,fm13
soep-is,soep-is-2012-aufwuchs,fm13,3,Stocks,Aktien,3284,fm13
soep-is,soep-is-2012-aufwuchs,fm13,4,Can not / Prefer not to estimate,Kann/Möchte ich nicht einschätzen,3285,fm13
soep-is,soep-is-2012-aufwuchs,fm13,-1,No answer,Keine Angabe,3286,fm13
soep-is,soep-is-2012-aufwuchs,csm01,1,"Yes, in fact: ","Ja, und zwar",3287,csm01
soep-is,soep-is-2012-aufwuchs,csm01,2,"No, there was nothing like that","Nein, gab nichts dergleichen",3288,csm01
soep-is,soep-is-2012-aufwuchs,csm01,-1,No answer,keine Angabe,3289,csm01
soep-is,soep-is-2012-aufwuchs,csm02,1,positive,positiv,3290,csm02
soep-is,soep-is-2012-aufwuchs,csm02,2,neutral,neutral,3291,csm02
soep-is,soep-is-2012-aufwuchs,csm02,3,negative,negativ,3292,csm02
soep-is,soep-is-2012-aufwuchs,csm03,0,0 Not at all,0 Überhaupt nicht,3293,csm03
soep-is,soep-is-2012-aufwuchs,csm03,1,1,1,3294,csm03
soep-is,soep-is-2012-aufwuchs,csm03,2,2,2,3295,csm03
soep-is,soep-is-2012-aufwuchs,csm03,3,3,3,3296,csm03
soep-is,soep-is-2012-aufwuchs,csm03,4,4,4,3297,csm03
soep-is,soep-is-2012-aufwuchs,csm03,5,5,5,3298,csm03
soep-is,soep-is-2012-aufwuchs,csm03,6,6,6,3299,csm03
soep-is,soep-is-2012-aufwuchs,csm03,7,7,7,3300,csm03
soep-is,soep-is-2012-aufwuchs,csm03,8,8,8,3301,csm03
soep-is,soep-is-2012-aufwuchs,csm03,9,9,9,3302,csm03
soep-is,soep-is-2012-aufwuchs,csm03,10,10 Absolutely,10 Voll und ganz,3303,csm03
soep-is,soep-is-2012-aufwuchs,csm03,-1,No answer,Keine Angabe,3304,csm03
soep-is,soep-is-2012-aufwuchs,csm04,0,0 Does not apply at all,0 trifft überhaupt nicht zu,3305,csm04
soep-is,soep-is-2012-aufwuchs,csm04,1,1,1,3306,csm04
soep-is,soep-is-2012-aufwuchs,csm04,2,2,2,3307,csm04
soep-is,soep-is-2012-aufwuchs,csm04,3,3,3,3308,csm04
soep-is,soep-is-2012-aufwuchs,csm04,4,4,4,3309,csm04
soep-is,soep-is-2012-aufwuchs,csm04,5,5,5,3310,csm04
soep-is,soep-is-2012-aufwuchs,csm04,6,6,6,3311,csm04
soep-is,soep-is-2012-aufwuchs,csm04,7,7,7,3312,csm04
soep-is,soep-is-2012-aufwuchs,csm04,8,8,8,3313,csm04
soep-is,soep-is-2012-aufwuchs,csm04,9,9,9,3314,csm04
soep-is,soep-is-2012-aufwuchs,csm04,10,10 Fully applies,10 trifft voll und ganz zu,3315,csm04
soep-is,soep-is-2012-aufwuchs,csm04,-1,No answer,Keine Angabe,3316,csm04
soep-is,soep-is-2012-aufwuchs,csm05,1,"Yes, in fact: ","Ja, und zwar:",3317,csm05
soep-is,soep-is-2012-aufwuchs,csm05,2,"No, there was nothing like that","Nein, gab nichts dergleichen  ",3318,csm05
soep-is,soep-is-2012-aufwuchs,csm05,-1,No answer,Keine Angabe,3319,csm05
soep-is,soep-is-2012-aufwuchs,csm06,1,positive,positiv,3320,csm06
soep-is,soep-is-2012-aufwuchs,csm06,2,neutral,neutral,3321,csm06
soep-is,soep-is-2012-aufwuchs,csm06,3,negative,negativ,3322,csm06
soep-is,soep-is-2012-aufwuchs,csm07,0,0 Not at all,0 Überhaupt nicht,3323,csm07
soep-is,soep-is-2012-aufwuchs,csm07,1,1,1,3324,csm07
soep-is,soep-is-2012-aufwuchs,csm07,2,2,2,3325,csm07
soep-is,soep-is-2012-aufwuchs,csm07,3,3,3,3326,csm07
soep-is,soep-is-2012-aufwuchs,csm07,4,4,4,3327,csm07
soep-is,soep-is-2012-aufwuchs,csm07,5,5,5,3328,csm07
soep-is,soep-is-2012-aufwuchs,csm07,6,6,6,3329,csm07
soep-is,soep-is-2012-aufwuchs,csm07,7,7,7,3330,csm07
soep-is,soep-is-2012-aufwuchs,csm07,8,8,8,3331,csm07
soep-is,soep-is-2012-aufwuchs,csm07,9,9,9,3332,csm07
soep-is,soep-is-2012-aufwuchs,csm07,10,10 Absolutely,10 Voll und ganz,3333,csm07
soep-is,soep-is-2012-aufwuchs,csm07,-1,No answer,Keine Angabe,3334,csm07
soep-is,soep-is-2012-aufwuchs,csm08,0,0 Does not apply at all,0 trifft überhaupt nicht zu,3335,csm08
