study,dataset,variable,label,concept,questionnaire,search,question,item,is_primary_key,basket_key,basket_is_default,,conceptual_dataset,period
soep-is,DRM12_IS_W4,q11drm_20_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_20_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_20_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_20_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_20_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_20_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_20_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_20_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_21_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_21_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_21_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_21_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_21_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_21_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_21_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_21_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_21_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_21_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_22_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_22_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_22_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_22_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_22_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_22_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_22_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_22_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_22_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_22_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_23_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_23_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_23_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_23_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_23_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_23_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_23_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_23_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_23_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_23_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_24_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_24_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_24_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_24_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_24_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_24_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_24_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_24_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_24_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_24_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_25_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_25_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_25_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_25_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_25_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_25_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_25_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_25_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_25_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_25_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_26_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_26_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_26_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_26_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_26_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_26_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_26_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_26_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_26_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_26_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_27_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_27_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_27_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_27_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_27_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_27_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_27_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_27_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_27_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_27_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_28_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_28_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_28_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_28_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_28_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_28_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_28_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_28_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_28_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_28_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_29_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_29_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_29_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_29_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_29_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_29_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_29_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_29_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_29_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_29_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_2_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_2_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_2_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_2_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_2_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_2_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_2_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_2_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_2_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_2_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_30_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_30_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_30_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_30_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_30_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_30_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_30_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_30_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_30_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_30_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_3_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_3_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_3_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_3_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_3_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_3_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_3_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_3_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_3_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_3_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_4_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_4_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_4_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_4_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_4_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_4_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_4_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_4_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_4_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_4_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_5_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_5_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_5_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_5_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_5_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_5_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_5_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_5_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_5_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_5_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_6_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_6_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_6_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_6_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_6_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_6_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_6_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_6_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_6_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_6_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_7_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_7_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_7_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_7_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_7_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_7_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_7_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_7_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_7_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_7_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_8_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_8_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_8_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_8_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_8_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_8_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_8_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_8_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_8_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_8_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_9_1,,,soep-is-2012-haupt,q11drm_x_1,Q246,q11drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_9_10,,,soep-is-2012-haupt,q11drm_x_10,Q246,q11drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_9_2,,,soep-is-2012-haupt,q11drm_x_2,Q246,q11drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_9_3,,,soep-is-2012-haupt,q11drm_x_3,Q246,q11drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_9_4,,,soep-is-2012-haupt,q11drm_x_4,Q246,q11drm_x_4,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_9_5,,,soep-is-2012-haupt,q11drm_x_5,Q246,q11drm_x_5,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_9_6,,,soep-is-2012-haupt,q11drm_x_6,Q246,q11drm_x_6,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_9_7,,,soep-is-2012-haupt,q11drm_x_7,Q246,q11drm_x_7,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_9_8,,,soep-is-2012-haupt,q11drm_x_8,Q246,q11drm_x_8,,,,,raw,2012
soep-is,DRM12_IS_W4,q11drm_9_9,,,soep-is-2012-haupt,q11drm_x_9,Q246,q11drm_x_9,,,,,raw,2012
soep-is,DRM12_IS_W4,q12drm_10_1,,,soep-is-2012-haupt,q12drm_x_1,Q247,q12drm_x_1,,,,,raw,2012
soep-is,DRM12_IS_W4,q12drm_10_10,,,soep-is-2012-haupt,q12drm_x_10,Q247,q12drm_x_10,,,,,raw,2012
soep-is,DRM12_IS_W4,q12drm_10_11,,,soep-is-2012-haupt,q12drm_x_11,Q247,q12drm_x_11,,,,,raw,2012
soep-is,DRM12_IS_W4,q12drm_10_12,,,soep-is-2012-haupt,q12drm_x_12,Q247,q12drm_x_12,,,,,raw,2012
soep-is,DRM12_IS_W4,q12drm_10_13,,,soep-is-2012-haupt,q12drm_x_13,Q247,q12drm_x_13,,,,,raw,2012
soep-is,DRM12_IS_W4,q12drm_10_2,,,soep-is-2012-haupt,q12drm_x_2,Q247,q12drm_x_2,,,,,raw,2012
soep-is,DRM12_IS_W4,q12drm_10_3,,,soep-is-2012-haupt,q12drm_x_3,Q247,q12drm_x_3,,,,,raw,2012
soep-is,DRM12_IS_W4,q12drm_10_4,,,soep-is-2012-haupt,q12drm_x_4,Q247,q12drm_x_4,,,,,raw,2012
